10,10,100
group0word3,40,0,0,1469646202713092481,0,1
group0word3,40,40,0,1469646202713147536,0,1
group0word6,40,0,0,1469646202713185328,0,1
group0word6,40,40,0,1469646202713217186,0,1
group0word7,40,0,0,1469646202713249907,0,1
group0word7,40,40,0,1469646202713280850,0,1
group0word5,40,0,0,1469646202713313029,0,1
group0word5,40,40,0,1469646202713344044,0,1
nonspecial93,40,0,0,1469646202713377048,0,1
nonspecial93,40,40,0,1469646202713407901,0,1
nonspecial35,40,0,0,1469646202713440126,0,1
nonspecial35,40,40,0,1469646202713470632,0,1
group0word0,40,0,0,1469646203215278573,0,1
group0word0,40,40,0,1469646203215338313,0,1
group0word9,40,0,0,1469646203215374538,0,1
group0word9,40,40,0,1469646203215404091,0,1
group0word3,80,40,0,1469646203215434189,0,1
group0word3,80,80,0,1469646203215468971,0,1
group0word6,80,40,0,1469646203215499628,0,1
group0word6,80,80,0,1469646203215528553,0,1
nonspecial40,40,0,0,1469646203215562599,0,1
nonspecial40,40,40,0,1469646203215592082,0,1
nonspecial26,40,0,0,1469646203215626136,0,1
nonspecial26,40,40,0,1469646203215658181,0,1
group0word2,40,0,0,1469646203717275406,0,1
group0word2,40,40,0,1469646203717335453,0,1
group0word0,80,40,0,1469646203717369985,0,1
group0word0,80,80,0,1469646203717430922,0,1
group0word2,80,40,0,1469646203717472201,0,1
group0word2,80,80,0,1469646203717507553,0,1
group0word3,120,80,0,1469646203717538760,0,1
group0word3,120,120,0,1469646203717567250,0,1
nonspecial67,40,0,0,1469646203717599886,0,1
nonspecial67,40,40,0,1469646203717633331,0,1
nonspecial35,80,40,0,1469646203717667260,0,1
nonspecial35,80,80,0,1469646203717700428,0,1
group0word3,160,120,0,1469646204219320040,0,1
group0word3,160,160,0,1469646204219380535,0,1
group0word6,120,80,0,1469646204219413913,0,1
group0word6,120,120,0,1469646204219443314,0,1
group0word1,40,0,0,1469646204219475751,0,1
group0word1,40,40,0,1469646204219514418,0,1
group0word2,120,80,0,1469646204219548085,0,1
group0word2,120,120,0,1469646204219577402,0,1
nonspecial29,40,0,0,1469646204219623647,0,1
nonspecial29,40,40,0,1469646204219658967,0,1
nonspecial73,40,0,0,1469646204219692000,0,1
nonspecial73,40,40,0,1469646204219721373,0,1
group0word0,79,80,0,1469646204720720165,0,1
group0word5,39,40,0,1469646204720820027,0,1
group0word6,119,120,0,1469646204720881090,0,1
nonspecial67,39,40,0,1469646204720935633,0,1
group0word9,39,40,0,1469646204720975145,0,1
nonspecial29,39,40,0,1469646204721017355,0,1
nonspecial93,39,40,0,1469646204721053623,0,1
nonspecial73,39,40,0,1469646204721088122,0,1
group0word1,39,40,0,1469646204721122121,0,1
nonspecial40,39,40,0,1469646204721172901,0,1
group0word7,39,40,0,1469646204721210325,0,1
group0word3,159,160,0,1469646204721244589,0,1
nonspecial26,39,40,0,1469646204721283261,0,1
nonspecial35,79,80,0,1469646204721317567,0,1
group0word2,119,120,0,1469646204721363825,0,1
group0word5,79,40,0,1469646204724088156,0,110
group0word5,79,80,0,1469646204724132407,0,111
group0word0,119,80,0,1469646204724165275,0,111
group0word0,119,120,0,1469646204724195435,0,111
group0word3,199,160,0,1469646204724221714,0,111
group0word3,199,200,0,1469646204724248703,0,114
group0word6,159,120,0,1469646204724276532,0,114
group0word6,159,160,0,1469646204724307457,0,114
nonspecial91,40,0,0,1469646204724333055,0,114
nonspecial91,40,40,0,1469646204724359888,0,114
nonspecial80,40,0,0,1469646204724386822,0,117
nonspecial80,40,40,0,1469646204724410175,0,117
group0word2,85,120,0,1469646204736191768,0,149
group0word2,51,120,0,1469646204736245086,0,149
group0word2,50,120,0,1469646204736302249,0,149
group0word3,200,200,0,1469646204736339489,0,149
nonspecial35,57,80,0,1469646204736542681,0,149
nonspecial35,35,80,0,1469646204736591126,0,149
nonspecial35,34,80,0,1469646204736639410,0,149
group0word3,201,200,0,1469646204736677022,0,149
nonspecial26,28,40,0,1469646204736716725,0,149
nonspecial26,17,40,0,1469646204736761438,0,150
group0word3,200,200,0,1469646204736848645,0,151
group0word3,199,200,0,1469646204736891369,0,151
group0word3,198,200,0,1469646204736937466,0,151
group0word3,197,200,0,1469646204736981042,0,151
group0word3,196,200,0,1469646204737029206,0,151
group0word3,195,200,0,1469646204737075354,0,151
group0word3,194,200,0,1469646204737130393,0,151
group0word3,193,200,0,1469646204737178793,0,151
group0word3,192,200,0,1469646204737222630,0,151
group0word3,191,200,0,1469646204737269346,0,151
group0word3,190,200,0,1469646204737312444,0,151
group0word3,189,200,0,1469646204737358478,0,151
group0word3,188,200,0,1469646204737411603,0,151
group0word3,187,200,0,1469646204737461453,0,151
group0word3,186,200,0,1469646204737504745,0,150
group0word3,185,200,0,1469646204737548297,0,150
group0word3,184,200,0,1469646204737589695,0,150
group0word3,183,200,0,1469646204737632343,0,149
group0word3,182,200,0,1469646204737681356,0,149
group0word3,181,200,0,1469646204737727950,0,149
group0word3,180,200,0,1469646204737771298,0,148
group0word3,179,200,0,1469646204737813011,0,148
group0word3,178,200,0,1469646204737852889,0,148
group0word3,177,200,0,1469646204737896183,0,147
group0word3,176,200,0,1469646204737938147,0,147
group0word3,175,200,0,1469646204737980348,0,146
group0word3,174,200,0,1469646204738022080,0,146
group0word3,173,200,0,1469646204738064456,0,145
group0word3,172,200,0,1469646204738106523,0,145
group0word3,171,200,0,1469646204738147666,0,144
group0word3,170,200,0,1469646204738189478,0,144
group0word3,169,200,0,1469646204738230666,0,143
group0word3,168,200,0,1469646204738272498,0,143
group0word3,167,200,0,1469646204738312571,0,143
group0word3,166,200,0,1469646204738354176,0,142
group0word3,165,200,0,1469646204738397565,0,142
group0word3,164,200,0,1469646204738440838,0,141
group0word3,163,200,0,1469646204738484548,0,141
group0word3,162,200,0,1469646204738526016,0,140
group0word3,161,200,0,1469646204738569140,0,140
group0word3,160,200,0,1469646204738610442,0,139
group0word3,159,200,0,1469646204738653284,0,139
group0word3,158,200,0,1469646204738693964,0,137
group0word3,157,200,0,1469646204738736413,0,137
group0word3,156,200,0,1469646204738776096,0,137
group0word3,155,200,0,1469646204738818088,0,136
group0word3,154,200,0,1469646204738861514,0,136
group0word3,153,200,0,1469646204738905885,0,135
group0word3,152,200,0,1469646204738948329,0,135
group0word3,151,200,0,1469646204738990567,0,134
group0word3,150,200,0,1469646204739031631,0,134
group0word3,149,200,0,1469646204739073126,0,133
group0word3,148,200,0,1469646204739116251,0,133
group0word3,147,200,0,1469646204739156955,0,133
group0word3,146,200,0,1469646204739193663,0,132
group0word3,145,200,0,1469646204739229913,0,132
group0word3,144,200,0,1469646204739267899,0,131
group0word3,143,200,0,1469646204739306711,0,131
group0word3,142,200,0,1469646204739345186,0,130
group0word3,141,200,0,1469646204739385513,0,130
group0word3,140,200,0,1469646204739422584,0,129
group0word3,139,200,0,1469646204739459736,0,129
group0word3,138,200,0,1469646204739495847,0,129
group0word3,137,200,0,1469646204739535621,0,128
group0word3,136,200,0,1469646204739573825,0,128
group0word3,135,200,0,1469646204739612690,0,127
group0word3,134,200,0,1469646204739649686,0,127
group0word3,133,200,0,1469646204739688442,0,126
group0word3,132,200,0,1469646204739726647,0,126
group0word3,131,200,0,1469646204739763915,0,126
group0word3,130,200,0,1469646204739802104,0,126
group0word3,129,200,0,1469646204739840708,0,126
group0word3,128,200,0,1469646204739880405,0,126
group0word3,127,200,0,1469646204739917034,0,126
group0word3,126,200,0,1469646204739956251,0,126
group0word3,125,200,0,1469646204739994661,0,126
group0word7,28,40,0,1469646204740190312,0,126
group0word7,17,40,0,1469646204740232307,0,126
nonspecial40,28,40,0,1469646204740296459,0,126
nonspecial40,17,40,0,1469646204740336990,0,126
group0word1,17,40,0,1469646204740493297,0,126
nonspecial93,17,40,0,1469646204740534248,0,126
group0word9,17,40,0,1469646204740585996,0,126
group0word6,96,160,0,1469646204740628121,0,126
group0word6,89,160,0,1469646204740666693,0,126
group0word3,132,200,0,1469646204740697003,0,124
group0word0,118,120,0,1469646205221508399,0,105
group0word3,131,200,0,1469646205221541954,0,105
group1word4,40,0,0,1469646205225740103,1,105
group1word4,40,40,0,1469646205225782470,1,105
group1word8,40,0,0,1469646205225819204,1,105
group1word8,40,40,0,1469646205225863661,1,105
group1word7,40,0,0,1469646205225899276,1,105
group1word7,40,40,0,1469646205225935212,1,105
group1word1,40,0,0,1469646205225970962,1,105
group1word1,40,40,0,1469646205226008646,1,105
nonspecial97,40,0,0,1469646205226048818,1,105
nonspecial97,40,40,0,1469646205226088019,1,105
nonspecial2,40,0,0,1469646205226126833,1,105
nonspecial2,40,40,0,1469646205226164182,1,105
group0word3,130,200,0,1469646205241878818,1,105
group0word3,129,200,0,1469646205241916887,1,104
group0word3,128,200,0,1469646205241946119,1,104
group0word3,127,200,0,1469646205241972692,1,104
group0word3,126,200,0,1469646205241997925,1,104
group0word3,125,200,0,1469646205242023187,1,103
group0word3,124,200,0,1469646205242048507,1,103
group0word3,123,200,0,1469646205242072861,1,103
group0word3,122,200,0,1469646205242095878,1,103
group0word3,121,200,0,1469646205242121576,1,102
group0word3,120,200,0,1469646205242146436,1,102
group0word3,119,200,0,1469646205242170721,1,102
group0word3,118,200,0,1469646205242202658,1,102
group0word3,117,200,0,1469646205242243713,1,101
group0word3,116,200,0,1469646205242281501,1,101
group0word3,115,200,0,1469646205242319047,1,100
group0word3,114,200,0,1469646205242365135,1,100
group0word3,113,200,0,1469646205242411910,1,100
group0word3,112,200,0,1469646205242451968,1,100
group0word3,111,200,0,1469646205242481823,1,100
group0word3,110,200,0,1469646205242514126,1,100
group0word3,109,200,0,1469646205242548404,1,100
group0word3,108,200,0,1469646205242581074,1,100
group0word3,107,200,0,1469646205242611237,1,100
group0word3,106,200,0,1469646205242636164,1,100
group0word3,105,200,0,1469646205242672008,1,100
group0word3,104,200,0,1469646205242706522,1,100
group0word3,103,200,0,1469646205242733021,1,100
group0word3,102,200,0,1469646205242765276,1,100
group0word3,101,200,0,1469646205242797695,1,100
group0word3,100,200,0,1469646205242826395,1,100
group0word3,99,200,0,1469646205242859094,1,100
group0word3,98,200,0,1469646205242891978,1,100
group0word3,97,200,0,1469646205242916462,1,100
group0word3,96,200,0,1469646205242951959,1,100
group0word3,95,200,0,1469646205242993704,1,100
group0word3,94,200,0,1469646205243032355,1,100
group0word3,93,200,0,1469646205243067744,1,100
group0word3,92,200,0,1469646205243104502,1,100
group0word3,91,200,0,1469646205243146634,1,100
group0word3,90,200,0,1469646205243189873,1,100
group0word3,89,200,0,1469646205243220803,1,100
group0word3,88,200,0,1469646205243252814,1,100
group0word3,87,200,0,1469646205243289454,1,100
group0word3,86,200,0,1469646205243326070,1,100
group0word3,85,200,0,1469646205243362507,1,100
group0word3,84,200,0,1469646205243398854,1,100
group0word3,83,200,0,1469646205243432293,1,100
group0word3,82,200,0,1469646205243469383,1,100
group0word3,81,200,0,1469646205243509167,1,100
