 1 	 6.099992 
 2 	 9.680734 
 3 	 13.886822 
 4 	 16.771832 
 5 	 17.842454 
 6 	 20.156101 
 7 	 21.262404 
 8 	 21.749047 
 9 	 21.828111 
 10 	 22.118507 
 11 	 22.622232 
 12 	 23.497946 
 13 	 23.590412 
 14 	 24.031264 
 15 	 24.749440 
 16 	 25.068277 
 17 	 25.332111 
 18 	 25.464568 
 19 	 28.227126 
 20 	 28.664712 
 21 	 29.276116 
 22 	 30.233665 
 23 	 31.206465 
 24 	 31.433775 
 25 	 31.769569 
 26 	 32.768429 
 27 	 34.179555 
 28 	 35.564579 
 29 	 37.724129 
 30 	 40.715339 
 31 	 40.881945 
 32 	 41.313910 
 33 	 42.295441 
 34 	 42.905660 
 35 	 43.653566 
 36 	 45.147494 
 37 	 46.744699 
 38 	 49.917505 
 39 	 50.471259 
 40 	 51.417894 
 41 	 52.105355 
 42 	 52.193640 
 43 	 53.109752 
 44 	 53.116336 
 45 	 54.469851 
 46 	 54.545408 
 47 	 55.446795 
 48 	 56.781494 
 49 	 58.082422 
 50 	 59.504628 
 51 	 60.651401 
 52 	 61.048814 
 53 	 64.238010 
 54 	 64.941070 
 55 	 65.597284 
 56 	 65.745362 
 57 	 66.494505 
 58 	 67.813120 
 59 	 68.764765 
 60 	 69.985758 
 61 	 73.494554 
 62 	 74.468319 
 63 	 74.757625 
 64 	 75.270665 
 65 	 79.342476 
 66 	 81.263856 
 67 	 88.275405 
 68 	 89.645971 
 69 	 91.336991 
 70 	 92.145897 
 71 	 92.449982 
 72 	 92.766820 
 73 	 94.126526 
 74 	 99.098877 
 75 	 99.297485 
 76 	 99.794157 
 77 	 103.785916 
 78 	 109.250443 
 79 	 114.071621 
 80 	 114.309031 
 81 	 115.530967 
 82 	 118.763334 
 83 	 121.554191 
 84 	 124.292495 
 85 	 125.926907 
 86 	 126.730050 
 87 	 127.769384 
 88 	 131.210974 
 89 	 131.427312 
 90 	 138.868126 
 91 	 139.723143 
 92 	 141.210392 
 93 	 153.369149 
 94 	 153.606371 
 95 	 159.410143 
 96 	 166.098079 
 97 	 170.649070 
 98 	 173.342282 
 99 	 176.470892 
 100 	 192.094068 
 101 	 200.984077 
 102 	 212.141017 
 103 	 224.243621 
 104 	 225.723886 
 105 	 228.564416 
 106 	 229.517128 
 107 	 231.161465 
 108 	 232.852020 
 109 	 235.982648 
 110 	 246.229138 
 111 	 290.687623 
 112 	 295.393187 
 113 	 298.966910 
 114 	 307.907381 
 115 	 325.584811 
 116 	 452.080900 
 117 	 549.959573 
 118 	 571.986262 
 119 	 588.915456 
 120 	 790.744951 
