 1	81	41	-16	0
 2	214	91	-16	0
 3	375	138	-16	0
 4	520	175	-16	0
 5	657	201	-16	0
 6	802	226	-16	0
 7	939	249	-16	0
 8	1084	277	-16	0
 9	1221	296	-16	0
 10	1370	318	-16	0
 11	1527	350	-16	0
 12	1632	372	-16	0
 13	1769	390	-16	0
 14	1878	414	-16	0
 15	2062	460	-16	0
 16	2252	502	-16	0
 17	2442	550	-16	0
 18	2611	584	-16	0
 19	2768	609	-16	0
 20	2925	639	-16	0
 21	3082	672	-16	0
 22	3251	712	-16	0
 23	3405	737	-16	0
 24	3565	767	-16	0
 25	3716	788	-16	0
 26	3882	813	-16	0
 27	4036	832	-16	0
 28	4211	861	-16	0
 29	4371	886	-16	0
 30	4543	914	-16	0
 31	4715	937	-16	0
 32	5024	1157	-12	-9
 33	5206	1297	-12	-9
 34	5330	1366	-12	-9
 35	5492	1493	-12	-9
 36	5903	1694	-12	-9
 37	6107	1860	-12	-9
 38	6428	2010	-12	-9
 39	6903	2270	-12	-9
 40	7252	2553	-10	-12
 41	7481	2645	-10	-12
 42	7988	3052	-9	-15
 43	8209	3129	-9	-15
 44	8399	3284	-9	-15
 45	8880	3534	-9	-15
 46	9389	3791	-9	-15
 47	9868	4008	-9	-15
 48	10415	4275	-9	-15
 49	10581	4297	-9	-15
 50	11080	4516	-9	-15
 51	11621	4751	-9	-15
 52	12146	4967	-9	-15
 53	12689	5195	-9	-15
 54	12853	5214	-9	-15
 55	13107	5422	-9	-15
 56	13596	5628	-9	-15
 57	14133	5868	-9	-15
 58	14226	5882	-9	-15
 59	14805	6115	-9	-15
 60	15310	6342	-9	-15
 61	15747	6514	-9	-15
 62	16258	6742	-9	-15
 63	16727	7049	-9	-15
 64	17268	7287	-9	-15
 65	17505	7333	-9	-15
 66	18064	7560	-9	-15
 67	18523	7777	-9	-15
 68	19010	8042	-9	-15
 69	19806	8375	-9	-15
 70	20353	8602	-9	-15
 71	20454	8612	-9	-15
 72	20981	9016	-8	-15
 73	21229	9090	-8	-15
 74	21778	9377	-8	-15
 75	22034	9580	-8	-15
 76	22605	9846	-8	-15
 77	22866	10049	-8	-15
 78	23375	10321	-8	-15
 79	23974	10594	-8	-15
 80	24579	10874	-8	-15
 81	24698	10890	-8	-15
 82	25263	11128	-8	-15
 83	25828	11424	-8	-15
 84	26624	11868	-8	-15
 85	26878	11974	-8	-15
 86	27459	12286	-8	-15
 87	27707	12476	-8	-15
 88	27815	12512	-8	-15
 89	28358	12800	-8	-15
 90	28595	12978	-8	-15
 91	29142	13273	-8	-15
 92	29256	13298	-8	-15
 93	29797	13563	-8	-15
 94	30036	13744	-8	-15
 95	30571	13976	-8	-15
 96	31032	14205	-8	-15
 97	31605	14483	-8	-15
 98	32154	14748	-8	-15
 99	32699	14968	-8	-15
 100	33204	15212	-8	-15
 101	33661	15416	-8	-15
 102	33958	15481	-8	-15
 103	34065	15523	-8	-15
 104	34554	15748	-8	-15
 105	35123	16011	-8	-15
 106	35654	16248	-8	-15
 107	35900	16435	-8	-15
 108	36487	16687	-8	-15
 109	36698	16729	-8	-15
 110	37155	16915	-8	-15
 111	37680	17182	-8	-15
 112	37960	17407	-8	-15
 113	38569	17654	-8	-15
 114	39124	17879	-8	-15
 115	39581	18085	-8	-15
 116	40046	18319	-8	-15
 117	40637	18545	-8	-15
 118	41200	18796	-8	-15
 119	41615	18961	-8	-15
 120	41818	18979	-8	-15
 121	41930	18994	-8	-15
 122	42215	19022	-8	-15
 123	42934	19344	-8	-15
 124	43621	19649	-8	-15
 125	43903	19743	-8	-15
 126	44159	19948	-8	-15
 127	44612	20134	-8	-15
 128	45183	20355	-8	-15
 129	45776	20589	-8	-15
 130	46581	20893	-8	-15
 131	46669	20926	-8	-15
 132	47446	21284	-8	-15
 133	48051	21556	-8	-15
 134	48640	21801	-8	-15
 135	49207	22029	-8	-15
 136	50333	22414	-8	-15
 137	50900	22665	-8	-15
 138	51471	22907	-8	-15
 139	52068	23186	-8	-15
 140	52876	23465	-8	-15
 141	53427	23700	-8	-15
 142	54000	23936	-8	-15
 143	54111	23956	-8	-15
 144	54818	24255	-8	-15
 145	54942	24278	-8	-15
 146	55693	24591	-8	-15
 147	56350	24869	-8	-15
 148	56831	25078	-8	-15
 149	57528	25379	-8	-15
 150	58105	25613	-8	-15
 151	59255	25976	-8	-15
 152	59942	26275	-8	-15
 153	60047	26291	-8	-15
 154	60624	26508	-8	-15
 155	61137	26729	-8	-15
 156	61654	26946	-8	-15
 157	61766	26955	-8	-15
 158	62353	27197	-8	-15
 159	63010	27503	-8	-15
 160	63777	27843	-8	-15
 161	63970	27858	-8	-15
 162	64557	28097	-8	-15
 163	65148	28348	-8	-15
 164	65925	28743	-8	-15
 165	66658	29060	-8	-15
 166	67405	29371	-8	-15
 167	67685	29392	-8	-15
 168	68398	29689	-8	-15
 169	69093	29977	-8	-15
 170	69636	30202	-8	-15
 171	70291	30481	-8	-15
 172	70990	30776	-8	-15
 173	71769	31134	-8	-15
 174	72362	31393	-8	-15
 175	73133	31716	-8	-15
 176	73650	31926	-8	-15
 177	74794	32271	-8	-15
 178	75489	32574	-8	-15
 179	75607	32588	-8	-15
 180	75806	32600	-8	-15
 181	76353	32826	-8	-15
 182	76898	33234	-8	-14
 183	77142	33313	-8	-14
 184	77661	33572	-8	-14
 185	78204	33835	-8	-14
 186	78755	34082	-8	-14
 187	79300	34317	-8	-14
 188	79841	34548	-8	-14
 189	80390	34806	-8	-14
 190	80891	35022	-8	-14
 191	81448	35267	-8	-14
 192	81681	35453	-8	-14
 193	82220	35677	-8	-14
 194	82797	35919	-8	-14
 195	82891	35932	-8	-14
 196	83456	36163	-8	-14
 197	84045	36408	-8	-14
 198	84940	36738	-8	-14
 199	85441	36940	-8	-14
 200	85956	37159	-8	-14
 201	86523	37379	-8	-14
 202	87078	37584	-8	-14
 203	87181	37593	-8	-14
 204	87756	37825	-8	-14
 205	88245	38031	-8	-14
 206	88864	38293	-8	-14
 207	89447	38509	-8	-14
 208	89954	38720	-8	-14
 209	90511	38937	-8	-14
 210	90620	38949	-8	-14
 211	90864	39146	-8	-14
 212	91000	39161	-8	-14
 213	91563	39373	-8	-14
 214	91671	39378	-8	-14
 215	92258	39616	-8	-14
 216	92811	39833	-8	-14
 217	93390	40070	-8	-14
 218	94285	40375	-8	-14
 219	94576	40595	-8	-14
 220	94703	40614	-8	-14
 221	94788	40622	-8	-14
 222	94925	40638	-8	-14
 223	95029	40652	-8	-14
 224	95568	40871	-8	-14
 225	96149	41122	-8	-14
 226	96672	41321	-8	-14
 227	96798	41340	-8	-14
 228	97379	41572	-8	-14
 229	97474	41582	-8	-14
 230	97566	41592	-8	-14
 231	98131	41825	-8	-14
 232	98724	42061	-8	-14
 233	98821	42071	-8	-14
 234	99396	42288	-8	-14
 235	99959	42495	-8	-14
 236	100722	42819	-8	-14
 237	101611	43134	-8	-14
 238	102222	43373	-8	-14
 239	102759	43598	-8	-14
 240	103348	43818	-8	-14
 241	103857	44038	-8	-14
 242	104430	44267	-8	-14
 243	104997	44496	-8	-14
 244	105580	44730	-8	-14
 245	106141	44957	-8	-14
 246	107123	45293	-8	-14
 247	107668	45499	-8	-14
 248	108303	45753	-8	-14
 249	108427	45771	-8	-14
 250	108503	45775	-8	-14
 251	109172	46116	-8	-14
 252	109745	46342	-8	-14
 253	109870	46358	-8	-14
 254	109978	46371	-8	-14
 255	110261	46586	-8	-14
 256	110824	46819	-8	-14
 257	111423	47247	-8	-14
 258	111728	47355	-8	-14
 259	112321	47643	-8	-14
 260	112525	47805	-8	-14
 261	113210	48125	-8	-14
 262	113771	48380	-8	-14
 263	114330	48588	-8	-14
 264	114923	48830	-8	-14
