#
# Runtime -- -Hpa -k4, for "final" code design.
#
#   -z3 -v5
#
1	 9.685997 
2	 10.163774 
3	 15.090334 
4	 17.771312 
5	 18.055955 
6	 18.965635 
7	 20.760066 
8	 25.393384 
9	 27.215556 
10	 27.649589 
11	 28.957146 
12	 30.452544 
13	 30.544798 
14	 35.226216 
15	 35.247188 
16	 35.309795 
17	 39.119503 
18	 39.801058 
19	 40.458056 
20	 40.637719 
21	 42.481608 
22	 42.788688 
23	 43.463457 
24	 44.089272 
25	 45.444008 
26	 49.540599 
27	 50.735337 
28	 53.234877 
29	 58.874826 
30	 59.349115 
31	 60.830744 
32	 61.248554 
33	 61.675016 
34	 62.400812 
35	 62.539103 
36	 63.098916 
37	 66.683095 
38	 70.688570 
39	 71.082589 
40	 71.171580 
41	 72.965769 
42	 73.798564 
43	 75.593956 
44	 75.861752 
45	 76.100154 
46	 80.389331 
47	 87.156506 
48	 92.311571 
49	 92.495127 
50	 92.815856 
51	 92.861892 
52	 93.476469 
53	 94.222416 
54	 96.000315 
55	 96.059653 
56	 97.110046 
57	 100.085324 
58	 100.819189 
59	 103.783488 
60	 104.896561 
61	 105.329195 
62	 110.390832 
63	 112.468020 
64	 113.164438 
65	 113.786967 
66	 114.183397 
67	 116.514346 
68	 119.276596 
69	 122.704957 
70	 125.141445 
71	 128.842418 
72	 131.172574 
73	 131.921656 
74	 135.193138 
75	 140.023537 
76	 143.748969 
77	 149.035561 
78	 160.279757 
79	 160.948695 
80	 164.314180 
81	 165.278253 
82	 170.372255 
83	 171.738031 
84	 172.232004 
85	 179.035940 
86	 181.674082 
87	 185.741032 
88	 189.384660 
89	 194.103985 
90	 210.006877 
91	 216.034585 
92	 230.811563 
93	 240.315330 
94	 245.638525 
95	 263.640993 
96	 264.263026 
97	 268.111675 
98	 271.372744 
99	 284.202847 
100	 286.260199 
101	 288.391718 
102	 307.482410 
103	 324.401880 
104	 329.955697 
105	 350.683369 
106	 352.615610 
107	 387.164883 
108	 422.590525 
109	 423.486328 
110	 441.656738 
111	 447.773191 
112	 448.656842 
113	 525.078179 
114	 618.398130 
115	 720.992751 
116	 756.188940 
117	 803.470952 
118	 886.620625 
119	 1103.439182 
120	 1116.845761 
