10,10,100
group0word3,8,0,0,1469546566490924468,0
group0word3,8,8,0,1469546566490956232,0
group0word6,8,0,0,1469546566490986371,0
group0word6,8,8,0,1469546566491010741,0
group0word7,8,0,0,1469546566491027004,0
group0word7,8,8,0,1469546566491040656,0
group0word5,8,0,0,1469546566491061747,0
group0word5,8,8,0,1469546566491086694,0
nonspecial93,8,0,0,1469546566491103965,0
nonspecial93,8,8,0,1469546566491119298,0
nonspecial35,8,0,0,1469546566491134086,0
nonspecial35,8,8,0,1469546566491148016,0
group0word9,8,0,0,1469546566992335336,0
group0word9,8,8,0,1469546566992365820,0
group0word3,16,8,0,1469546566992390256,0
group0word3,16,16,0,1469546566992406781,0
group0word6,16,8,0,1469546566992421115,0
group0word6,16,16,0,1469546566992434476,0
group0word0,8,0,0,1469546566992452430,0
group0word0,8,8,0,1469546566992472562,0
nonspecial26,8,0,0,1469546566992487627,0
nonspecial26,8,8,0,1469546566992501206,0
nonspecial72,8,0,0,1469546566992514947,0
nonspecial72,8,8,0,1469546566992534174,0
group1word0,8,0,0,1469546567493698107,1
group1word0,8,8,0,1469546567493734360,1
group1word2,8,0,0,1469546567493749305,1
group1word2,8,8,0,1469546567493762695,1
group1word3,8,0,0,1469546567493775791,1
group1word3,8,8,0,1469546567493835960,1
group1word7,8,0,0,1469546567493856900,1
group1word7,8,8,0,1469546567493870652,1
nonspecial35,16,8,0,1469546567493883748,1
nonspecial35,16,16,0,1469546567493896447,1
nonspecial29,8,0,0,1469546567493909183,1
nonspecial29,8,8,0,1469546567493921571,1
group1word6,8,0,0,1469546567995134464,1
group1word6,8,8,0,1469546567995170054,1
group1word1,8,0,0,1469546567995185933,1
group1word1,8,8,0,1469546567995199644,1
group1word2,16,8,0,1469546567995213614,1
group1word2,16,16,0,1469546567995227200,1
group1word9,8,0,0,1469546567995240668,1
group1word9,8,8,0,1469546567995254268,1
nonspecial73,8,0,0,1469546567995268157,1
nonspecial73,8,8,0,1469546567995281351,1
nonspecial21,8,0,0,1469546567995295262,1
nonspecial21,8,8,0,1469546567995308466,1
group1word3,16,8,0,1469546568496491138,1
group1word3,16,16,0,1469546568496519604,1
group1word6,16,8,0,1469546568496535200,1
group1word6,16,16,0,1469546568496548953,1
group1word1,16,8,0,1469546568496562366,1
group1word1,16,16,0,1469546568496575548,1
group1word0,16,8,0,1469546568496589086,1
group1word0,16,16,0,1469546568496602458,1
nonspecial56,8,0,0,1469546568496617402,1
nonspecial56,8,8,0,1469546568496631206,1
nonspecial73,16,8,0,1469546568496645107,1
nonspecial73,16,16,0,1469546568496658430,1
group1word4,8,0,0,1469546568999752006,1
group1word4,8,8,0,1469546568999790399,1
group1word7,16,8,0,1469546568999805336,1
group1word7,16,16,0,1469546568999818560,1
group1word6,24,16,0,1469546568999831693,1
group1word6,24,24,0,1469546568999844616,1
group1word5,8,0,0,1469546568999857361,1
group1word5,8,8,0,1469546568999869685,1
nonspecial46,8,0,0,1469546568999882793,1
nonspecial46,8,8,0,1469546568999895238,1
nonspecial29,16,8,0,1469546568999907814,1
nonspecial29,16,16,0,1469546568999920262,1
group1word4,16,8,0,1469546569503486811,1
group1word4,16,16,0,1469546569503527459,1
group1word7,24,16,0,1469546569503542520,1
group1word7,24,24,0,1469546569503555503,1
group1word4,24,16,0,1469546569503567971,1
group1word4,24,24,0,1469546569503580286,1
group1word4,32,24,0,1469546569503592622,1
group1word4,32,32,0,1469546569503604747,1
nonspecial43,8,0,0,1469546569503617131,1
nonspecial43,8,8,0,1469546569503629234,1
nonspecial50,8,0,0,1469546569503641689,1
nonspecial50,8,8,0,1469546569503653725,1
group1word3,24,16,0,1469546570006015418,1
group1word3,24,24,0,1469546570006051047,1
group1word1,24,16,0,1469546570006067509,1
group1word1,24,24,0,1469546570006082469,1
group1word4,40,32,0,1469546570006096834,1
group1word4,40,40,0,1469546570006111003,1
group1word9,16,8,0,1469546570006125197,1
group1word9,16,16,0,1469546570006139456,1
nonspecial32,8,0,0,1469546570006153743,1
nonspecial32,8,8,0,1469546570006167636,1
nonspecial60,8,0,0,1469546570006182232,1
nonspecial60,8,8,0,1469546570006196100,1
group1word9,24,16,0,1469546570533742743,1
group1word9,24,24,0,1469546570533775828,1
group1word5,16,8,0,1469546570533790640,1
group1word5,16,16,0,1469546570533803739,1
group1word0,24,16,0,1469546570533828919,1
group1word0,24,24,0,1469546570533843164,1
group1word4,48,40,0,1469546570533856297,1
group1word4,48,48,0,1469546570533868475,1
nonspecial78,8,0,0,1469546570533881997,1
nonspecial78,8,8,0,1469546570533894719,1
nonspecial67,8,0,0,1469546570533907488,1
nonspecial67,8,8,0,1469546570533919955,1
group1word6,32,24,0,1469546571041103643,1
group1word6,32,32,0,1469546571041137791,1
group1word1,32,24,0,1469546571041152080,1
group1word1,32,32,0,1469546571041164509,1
group1word0,32,24,0,1469546571041177179,1
group1word0,32,32,0,1469546571041189549,1
group1word6,40,32,0,1469546571041202085,1
group1word6,40,40,0,1469546571041214423,1
nonspecial41,8,0,0,1469546571041227014,1
nonspecial41,8,8,0,1469546571041239149,1
nonspecial65,8,0,0,1469546571041251391,1
nonspecial65,8,8,0,1469546571041263539,1
group1word7,32,24,0,1469546571550612615,1
group1word7,32,32,0,1469546571550641265,1
group1word7,40,32,0,1469546571550655569,1
group1word7,40,40,0,1469546571550668328,1
group1word1,40,32,0,1469546571550681186,1
group1word1,40,40,0,1469546571550693339,1
group1word1,48,40,0,1469546571550705846,1
group1word1,48,48,0,1469546571550718032,1
nonspecial75,8,0,0,1469546571550730383,1
nonspecial75,8,8,0,1469546571550742469,1
nonspecial9,8,0,0,1469546571550754804,1
nonspecial9,8,8,0,1469546571550766893,1
group1word5,24,16,0,1469546572074164865,1
group1word5,24,24,0,1469546572074200180,1
group1word6,48,40,0,1469546572074214682,1
group1word6,48,48,0,1469546572074227253,1
group1word3,32,24,0,1469546572074239556,1
group1word3,32,32,0,1469546572074251592,1
group1word9,32,24,0,1469546572074264064,1
group1word9,32,32,0,1469546572074276602,1
nonspecial24,8,0,0,1469546572074288770,1
nonspecial24,8,8,0,1469546572074300723,1
nonspecial28,8,0,0,1469546572074314503,1
nonspecial28,8,8,0,1469546572074327125,1
group1word8,8,0,0,1469546572587889182,1
group1word8,8,8,0,1469546572587923374,1
group1word5,32,24,0,1469546572587938309,1
group1word5,32,32,0,1469546572587951118,1
group1word0,40,32,0,1469546572587963711,1
group1word0,40,40,0,1469546572587976241,1
group1word9,40,32,0,1469546572587990641,1
group1word9,40,40,0,1469546572588003545,1
nonspecial96,8,0,0,1469546572588016477,1
nonspecial96,8,8,0,1469546572588028525,1
nonspecial23,8,0,0,1469546572588040519,1
nonspecial23,8,8,0,1469546572588052517,1
group2word9,8,0,0,1469546573096185476,2
group2word9,8,8,0,1469546573096218795,2
group2word8,8,0,0,1469546573096233840,2
group2word8,8,8,0,1469546573096246670,2
group2word4,8,0,0,1469546573096259208,2
group2word4,8,8,0,1469546573096271826,2
group2word8,16,8,0,1469546573096286015,2
group2word8,16,16,0,1469546573096298608,2
nonspecial41,16,8,0,1469546573096310948,2
nonspecial41,16,16,0,1469546573096323083,2
nonspecial50,16,8,0,1469546573096335412,2
nonspecial50,16,16,0,1469546573096347569,2
group2word7,8,0,0,1469546573611141860,2
group2word7,8,8,0,1469546573611168112,2
group2word6,8,0,0,1469546573611182761,2
group2word6,8,8,0,1469546573611195319,2
group2word3,8,0,0,1469546573611207822,2
group2word3,8,8,0,1469546573611219908,2
group2word1,8,0,0,1469546573611232158,2
group2word1,8,8,0,1469546573611244327,2
nonspecial27,8,0,0,1469546573611256914,2
nonspecial27,8,8,0,1469546573611269431,2
nonspecial65,16,8,0,1469546573611281688,2
nonspecial65,16,16,0,1469546573611293880,2
group2word5,8,0,0,1469546574124126846,2
group2word5,8,8,0,1469546574124161415,2
group2word7,16,8,0,1469546574124175632,2
group2word7,16,16,0,1469546574124188524,2
group2word4,16,8,0,1469546574124201299,2
group2word4,16,16,0,1469546574124213580,2
group2word1,16,8,0,1469546574124226136,2
group2word1,16,16,0,1469546574124238269,2
nonspecial58,8,0,0,1469546574124250660,2
nonspecial58,8,8,0,1469546574124262635,2
nonspecial95,8,0,0,1469546574124275184,2
nonspecial95,8,8,0,1469546574124287149,2
nonspecial95,7,8,0,1469546574491310201,2
group2word1,24,16,0,1469546574661967613,2
group2word1,24,24,0,1469546574662002206,2
group2word8,24,16,0,1469546574662016571,2
group2word8,24,24,0,1469546574662029254,2
group2word9,16,8,0,1469546574662041686,2
group2word9,16,16,0,1469546574662054172,2
group2word6,16,8,0,1469546574662092302,2
group2word6,16,16,0,1469546574662108503,2
nonspecial4,8,0,0,1469546574662121528,2
nonspecial4,8,8,0,1469546574662133549,2
nonspecial43,16,8,0,1469546574662147268,2
nonspecial43,16,16,0,1469546574662160187,2
group2word8,32,24,0,1469546575196286451,2
group2word8,32,32,0,1469546575196316033,2
group2word8,40,32,0,1469546575196330053,2
group2word8,40,40,0,1469546575196342060,2
group2word8,48,40,0,1469546575196355546,2
group2word8,48,48,0,1469546575196367576,2
group2word9,24,16,0,1469546575196379565,2
group2word9,24,24,0,1469546575196391744,2
nonspecial17,8,0,0,1469546575196404023,2
nonspecial17,8,8,0,1469546575196415782,2
nonspecial17,16,8,0,1469546575196427866,2
nonspecial17,16,16,0,1469546575196440204,2
group2word9,32,24,0,1469546575722596398,2
group2word9,32,32,0,1469546575722630596,2
group2word2,8,0,0,1469546575722651146,2
group2word2,8,8,0,1469546575722669949,2
group2word5,16,8,0,1469546575722688900,2
group2word5,16,16,0,1469546575722707485,2
group2word4,24,16,0,1469546575722726186,2
group2word4,24,24,0,1469546575722746385,2
nonspecial90,8,0,0,1469546575722766020,2
nonspecial90,8,8,0,1469546575722783988,2
nonspecial5,8,0,0,1469546575722803647,2
nonspecial5,8,8,0,1469546575722827794,2
group2word4,32,24,0,1469546576285527957,2
group2word4,32,32,0,1469546576285560029,2
group2word7,24,16,0,1469546576285575189,2
group2word7,24,24,0,1469546576285587919,2
group2word7,32,24,0,1469546576285600366,2
group2word7,32,32,0,1469546576285612716,2
group2word5,24,16,0,1469546576285625197,2
group2word5,24,24,0,1469546576285637272,2
nonspecial4,16,8,0,1469546576285649649,2
nonspecial4,16,16,0,1469546576285662246,2
nonspecial48,8,0,0,1469546576285674835,2
nonspecial48,8,8,0,1469546576285686906,2
group2word0,8,0,0,1469546576805816017,2
group2word0,8,8,0,1469546576805843682,2
group2word2,16,8,0,1469546576805858572,2
group2word2,16,16,0,1469546576805871587,2
group2word1,32,24,0,1469546576805884423,2
group2word1,32,32,0,1469546576805896850,2
group2word0,16,8,0,1469546576805909221,2
