#
# (mean-square) Length of the vector of disjuncts in each class.
# After 48 hour run of `merge-ortho`on `en_pairs_cfive_class`
# 2 June 2018
#
# first column: class-id
# second column: length of the disjunt vector
#
1 204065.28409826304
2 102473.4532216831
3 66028.66872075222
4 56720.64747985744
5 46243.96661888401
6 36208.8451431638
7 32721.631799633626
8 26630.34009696887
9 24653.56858592527
10 22864.609149277483
11 21926.552386758158
12 21239.434808148984
13 16528.194164818822
14 14620.251352148614
15 11922.052942345563
16 11890.828896691488
17 11791.656201744307
18 11608.029827672419
19 10738.590982067732
20 9997.560158364475
21 9511.662605981497
22 8295.185026871484
23 7043.508840776361
24 6966.27624201483
25 6371.726251189537
26 5177.005254005331
27 4783.25763888921
28 4250.355822751524
29 4172.944486809764
30 3904.606331680813
31 3395.4969916050727
32 3233.339791917624
33 2324.3512793895115
34 2294.29498103371
35 1725.220716314197
36 1665.654210813178
37 1339.9102992367898
38 1206.4726188358495
39 1177.001750211232
40 1120.2789563319718
41 1101.9096877693862
42 1024.9153038177303
43 980.4717645559214
44 848.8033282214463
