1 199
2 99
3 76
4 67
5 56
6 54
7 43
8 41
9 40
10 26
11 26
12 23
13 21
14 21
15 20
16 18
17 17
18 17
19 15
20 15
21 14
22 13
23 11
24 11
25 10
26 10
27 10
28 9
29 9
30 9
31 9
32 8
33 8
34 7
35 7
36 7
37 7
38 6
39 6
40 6
41 6
42 6
43 5
44 5
45 5
46 4
47 4
48 4
49 4
50 4
51 4
52 4
53 4
54 4
55 4
56 4
57 3
58 3
59 3
60 3
61 3
62 3
63 3
64 3
65 3
66 3
67 3
68 3
69 3
70 3
71 3
72 3
73 3
74 3
75 2
76 2
77 2
78 2
79 2
80 2
81 2
82 2
83 2
84 2
85 2
86 2
87 2
88 2
89 2
90 2
91 2
92 2
93 2
94 2
95 2
96 2
97 2
98 2
99 2
100 2
101 2
102 2
103 2
104 2
105 2
106 2
107 2
108 2
