1 471681
2 262778
3 241287
4 228546
5 177183
6 173158
7 166069
8 150886
9 135298
10 128148
11 122847
12 119184
13 116154
14 109656
15 107654
16 91142
17 80849
18 80120
19 75846
20 75829
21 71012
22 70930
23 64644
24 59880
25 58306
26 52473
27 50867
28 49251
29 45100
30 40265
31 39071
32 36927
33 33558
34 33178
35 32317
36 31002
37 29847
38 28813
39 25791
40 24462
41 24417
42 21196
43 20640
44 19593
45 18685
46 18468
47 18197
48 17697
49 17625
50 17609
51 16736
52 14493
53 14142
54 13760
55 13540
56 13538
57 13461
58 13183
59 12917
60 12270
61 12196
62 11629
63 11405
64 11393
65 11201
66 10651
67 10389
68 10255
69 10179
70 9604
71 9015
72 8964
73 8882
74 8799
75 8541
76 8522
77 7994
78 7871
79 7751
80 7666
81 7442
82 7385
83 7211
84 7158
85 6957
86 6623
87 6498
88 6096
89 5942
90 5780
91 5065
92 4996
93 4533
94 4454
95 4235
96 4100
97 3936
98 3935
99 3489
100 3448
101 3087
102 3057
103 2917
104 2903
105 2736
106 2680
107 2651
108 2507
109 2383
110 2346
111 2336
112 2207
113 2132
114 2124
115 1998
116 1762
117 1756
118 1677
119 1546
120 1520
121 1449
122 1339
123 1253
124 1080
125 930
