1 585243.5999995238
2 578468.4999983255
3 445425.99999952625
4 268092.1000000252
5 249658.1999997991
6 192178.53026132804
7 157251.9000000603
8 153872.90000017115
9 152265.10000009017
10 149432.50000006208
11 134616.73234514438
12 132251.8761539983
13 121140.8000000803
14 109326.50000007974
15 106208.5000000553
16 92855.70000005799
17 89675.50000006371
18 81426.20000003821
19 78613.1000000411
20 77759.50000003242
21 65812.1000000558
22 64184.40000002498
23 64002.2286568449
24 55710.653301228645
25 35915.899999990696
26 32248.099999981638
27 31700.69999998774
28 30718.1318569301
29 25083.09999999133
30 23116.09261908976
31 20790.39999999325
32 20540.09999999606
33 19461.59999999657
34 17308.799999997955
35 14339.899999997435
36 14288.399999996313
37 11928.499999997654
38 11521.300000000023
39 11082.800000000063
40 10647.80000000157
41 10495.89999999974
42 10392.09999999994
43 9926.424004798806
44 9616.677899165292
45 9158.406536309796
46 8930.758781711393
47 8736.600000000473
48 7916.300000001147
49 7727.300000001268
50 7692.600000001242
51 7673.900000000724
52 7270.767051959933
53 7140.570930927941
54 6905.498424058805
55 6375.637316317979
56 6014.808150534445
57 5479.861588977398
58 5058.600000000374
59 4987.600000000364
60 4911.100000000324
61 4662.500000000451
62 4624.778131863078
63 4468.055847555706
64 4126.5000000002865
65 3757.6000000002923
66 3748.149167486544
67 3085.800000000093
68 3074.8851473319896
69 2988.7999999999342
70 2785.5000000001337
71 2578.2000000000858
72 2387.3000000000593
73 2195.39999999997
74 2160.8999999999605
75 2056.299999999933
76 1972.0999999999226
77 1850.98671984754
78 1847.6999999999084
79 1797.799999999943
80 1718.6999999999382
81 1639.89999999994
82 1603.1999999999437
83 1571.8999999999724
84 1530.4999999999502
85 1514.2999999999524
86 1335.3999999999628
87 1177.2999999999781
88 1114.7999999999772
89 1017.4999999999766
90 953.7999999999702
91 827.8999999999852
92 787.4000000000004
93 630.8000000000097
