1 336312
2 262778
3 167012
4 161050
5 144070
6 138195
7 126607
8 105501
9 103929
10 103715
11 98594
12 98521
13 87097
14 79230
15 70756
16 70328
17 61640
18 57538
19 55444
20 50466
21 49923
22 49251
23 42170
24 39413
25 33055
26 32350
27 29090
28 26500
29 24175
30 21665
31 18942
32 15856
33 14492
34 13133
35 12687
36 12319
37 11296
38 11201
39 10845
40 10195
41 10179
42 9711
43 9645
44 9105
45 8487
46 8413
47 8241
48 7811
49 7364
50 7363
51 7158
52 6998
53 6697
54 6610
55 6482
56 6065
57 6014
58 5482
59 5357
60 4636
61 4366
62 4126
63 3787
64 3777
65 3689
66 3602
67 3442
68 3115
69 3057
70 2914
71 2846
72 2818
73 2717
74 2690
75 2662
76 2656
77 2132
78 2124
79 1910
80 1907
81 1896
82 1879
83 1605
84 1574
85 1500
86 1479
87 1449
88 1406
89 1364
90 1301
91 1080
92 984
93 930
