1 1701123
2 1238333
3 776842
4 365630
5 321785
6 313847
7 275529
8 253134
9 236755
10 220748
11 192858
12 177556
13 168976
14 154901
15 149426
16 132398
17 131437
18 122470
19 119165
20 116510
21 107099
22 102652
23 93481
24 92511
25 90397
26 87688
27 80355
28 73533
29 71277
30 56434
31 52900
32 52053
33 51037
34 48067
35 47749
36 39149
37 36110
38 35578
39 34586
40 27889
41 24372
42 21629
43 20443
44 19527
45 19450
46 19367
47 19346
48 19174
49 19056
50 17519
51 17448
52 16716
53 16061
54 15632
55 15489
56 15437
57 15418
58 14833
59 13936
60 13136
61 12756
62 12347
63 11256
64 10480
65 10292
66 10256
67 9843
68 9756
69 9585
70 8008
71 7816
72 7554
73 7511
74 7179
75 6762
76 6512
77 6425
78 6416
79 6005
80 5865
81 5764
82 5641
83 5388
84 5274
85 5174
86 5135
87 5069
88 4843
89 4509
90 4472
91 4331
92 3989
93 3978
94 3912
95 3758
96 3753
97 3654
98 3499
99 3453
100 3434
101 3203
102 2947
103 2747
104 2658
105 2599
106 2507
107 1905
108 1595
