1  626.0 1321.0 385.0 3057.0 3057.0
2  149.0 308.0 335.0 1433.0 1433.0
3  46.0 265.0 236.0 805.0 805.0
4  46.0 244.0 212.0 542.0 542.0
5  33.0 211.0 201.0 462.0 462.0
6  32.0 202.0 194.0 318.0 318.0
7  27.0 172.0 165.0 274.0 274.0
8  27.0 168.0 152.0 257.0 257.0
9  21.0 124.0 149.0 248.0 248.0
10  21.0 114.0 141.0 241.0 241.0
11  18.0 94.0 120.0 241.0 241.0
12  17.0 91.0 114.0 231.0 231.0
13  16.0 91.0 101.0 186.0 186.0
14  15.0 90.0 93.0 170.0 170.0
15  14.0 82.0 92.0 167.0 167.0
16  11.0 81.0 82.0 152.0 152.0
17  11.0 80.0 75.0 150.0 150.0
18  10.0 75.0 63.0 142.0 142.0
19  9.0 71.0 59.0 116.0 116.0
20  8.0 71.0 52.0 115.0 115.0
21  8.0 71.0 51.0 114.0 114.0
22  8.0 66.0 50.0 111.0 111.0
23  8.0 65.0 48.0 106.0 106.0
24  7.0 65.0 48.0 105.0 105.0
25  7.0 64.0 47.0 103.0 103.0
26  7.0 59.0 47.0 103.0 103.0
27  7.0 57.0 45.0 102.0 102.0
28  7.0 52.0 43.0 102.0 102.0
29  7.0 51.0 42.0 99.0 99.0
30  6.0 48.0 41.0 92.0 92.0
31  6.0 45.0 40.0 91.0 91.0
32  6.0 44.0 39.0 91.0 91.0
33  6.0 43.0 39.0 89.0 89.0
34  6.0 42.0 38.0 88.0 88.0
35  5.0 41.0 37.0 88.0 88.0
36  5.0 37.0 37.0 87.0 87.0
37  5.0 37.0 36.0 86.0 86.0
38  5.0 34.0 36.0 85.0 85.0
39  5.0 34.0 33.0 84.0 84.0
40  5.0 34.0 33.0 84.0 84.0
41  5.0 33.0 30.0 81.0 81.0
42  4.0 32.0 29.0 80.0 80.0
43  4.0 32.0 29.0 80.0 80.0
44  4.0 30.0 29.0 78.0 78.0
45  4.0 30.0 29.0 77.0 77.0
46  4.0 30.0 27.0 77.0 77.0
47  4.0 29.0 27.0 77.0 77.0
48  4.0 28.0 26.0 76.0 76.0
49  4.0 28.0 26.0 76.0 76.0
50  4.0 27.0 25.0 75.0 75.0
51  4.0 26.0 25.0 73.0 73.0
52  4.0 25.0 25.0 72.0 72.0
53  4.0 24.0 24.0 69.0 69.0
54  4.0 24.0 24.0 67.0 67.0
55  4.0 23.0 24.0 66.0 66.0
56  4.0 23.0 23.0 65.0 65.0
57  4.0 22.0 22.0 65.0 65.0
58  3.0 22.0 22.0 65.0 65.0
59  3.0 22.0 22.0 63.0 63.0
60  3.0 21.0 21.0 63.0 63.0
61  3.0 21.0 21.0 63.0 63.0
62  3.0 21.0 21.0 62.0 62.0
63  3.0 21.0 20.0 61.0 61.0
64  3.0 20.0 20.0 61.0 61.0
65  3.0 20.0 19.0 60.0 60.0
66  3.0 20.0 18.0 59.0 59.0
67  3.0 20.0 18.0 58.0 58.0
68  3.0 19.0 18.0 57.0 57.0
69  3.0 19.0 18.0 57.0 57.0
70  3.0 19.0 17.0 57.0 57.0
71  3.0 18.0 17.0 57.0 57.0
72  3.0 18.0 17.0 57.0 57.0
73  3.0 18.0 17.0 55.0 55.0
74  3.0 18.0 17.0 55.0 55.0
75  3.0 18.0 17.0 54.0 54.0
76  3.0 18.0 17.0 54.0 54.0
77  3.0 18.0 16.0 53.0 53.0
78  3.0 18.0 16.0 52.0 52.0
79  3.0 18.0 16.0 52.0 52.0
80  3.0 18.0 16.0 51.0 51.0
81  3.0 17.0 16.0 51.0 51.0
82  3.0 17.0 16.0 51.0 51.0
83  3.0 17.0 16.0 51.0 51.0
84  3.0 17.0 15.0 51.0 51.0
85  3.0 17.0 15.0 50.0 50.0
86  3.0 17.0 15.0 50.0 50.0
87  2.0 16.0 15.0 49.0 49.0
88  2.0 16.0 14.0 49.0 49.0
89  2.0 16.0 14.0 48.0 48.0
90  2.0 16.0 14.0 48.0 48.0
91  2.0 16.0 13.0 47.0 47.0
92  2.0 16.0 13.0 47.0 47.0
93  2.0 16.0 13.0 47.0 47.0
94  2.0 15.0 13.0 46.0 46.0
95  2.0 15.0 13.0 46.0 46.0
96  2.0 15.0 13.0 46.0 46.0
97  2.0 15.0 12.0 46.0 46.0
98  2.0 15.0 12.0 45.0 45.0
99  2.0 15.0 12.0 45.0 45.0
100  2.0 15.0 12.0 45.0 45.0
101  2.0 15.0 11.0 45.0 45.0
102  2.0 14.0 11.0 45.0 45.0
103  2.0 14.0 11.0 44.0 44.0
104  2.0 14.0 11.0 44.0 44.0
105  2.0 14.0 11.0 43.0 43.0
106  2.0 14.0 11.0 43.0 43.0
107  2.0 14.0 11.0 42.0 42.0
108  2.0 14.0 11.0 42.0 42.0
109  2.0 13.0 11.0 41.0 41.0
110  2.0 13.0 10.0 40.0 40.0
111  2.0 13.0 10.0 40.0 40.0
112  2.0 13.0 10.0 40.0 40.0
113  2.0 13.0 10.0 40.0 40.0
114  2.0 13.0 10.0 39.0 39.0
115  2.0 13.0 10.0 39.0 39.0
116  2.0 13.0 10.0 39.0 39.0
117  2.0 13.0 10.0 38.0 38.0
118  2.0 13.0 10.0 37.0 37.0
119  2.0 13.0 10.0 37.0 37.0
120  2.0 12.0 10.0 37.0 37.0
121  2.0 12.0 10.0 36.0 36.0
122  2.0 12.0 10.0 36.0 36.0
123  2.0 12.0 10.0 36.0 36.0
124  2.0 12.0 10.0 36.0 36.0
125  2.0 12.0 10.0 35.0 35.0
126  2.0 12.0 10.0 35.0 35.0
127  2.0 12.0 9.0 35.0 35.0
128  2.0 11.0 9.0 34.0 34.0
129  2.0 11.0 9.0 34.0 34.0
130  2.0 11.0 9.0 34.0 34.0
131  2.0 11.0 9.0 34.0 34.0
132  2.0 11.0 9.0 34.0 34.0
133  2.0 11.0 9.0 34.0 34.0
134  2.0 11.0 9.0 33.0 33.0
135  2.0 11.0 9.0 33.0 33.0
136  2.0 11.0 9.0 33.0 33.0
137  2.0 11.0 9.0 33.0 33.0
138  2.0 11.0 9.0 33.0 33.0
139  2.0 11.0 9.0 33.0 33.0
140  2.0 11.0 9.0 32.0 32.0
141  2.0 10.0 9.0 32.0 32.0
142  2.0 10.0 9.0 32.0 32.0
143  2.0 10.0 9.0 32.0 32.0
144  2.0 10.0 9.0 31.0 31.0
145  2.0 10.0 9.0 31.0 31.0
146  2.0 10.0 9.0 31.0 31.0
147  2.0 10.0 9.0 31.0 31.0
148  2.0 10.0 9.0 31.0 31.0
149  2.0 10.0 9.0 30.0 30.0
150  2.0 10.0 9.0 30.0 30.0
151  2.0 10.0 9.0 30.0 30.0
152  2.0 10.0 8.0 30.0 30.0
153  2.0 10.0 8.0 30.0 30.0
