1  150.0 "Stats"
2  142.0 "Category"
3  113.64285714285714 "*"
4  102.0 "**********"
5  84.375 "Literary"
6  66.76470588235294 "Archive"
7  54.0 "WARRANTIES"
8  52.5 "BREACH"
9  51.5 "AGREE"
10  51.0 "1.E.7"
11  50.0 "FULL"
12  44.0 "1.F.3"
13  42.9 "Gutenberg"
14  40.666666666666664 "Ham"
15  40.44444444444444 "Notes"
16  38.25 "1.E.9"
17  36.42857142857143 "1.E.1"
18  34.0 "1.E"
19  34.0 "1.C"
20  31.166666666666668 "Additional"
21  30.591549295774648 "...."
22  29.221739130434784 "|"
23  29.142857142857142 "1.E.8"
24  28.5 "Foundation's"
25  27.5 "tm"
26  27.333333333333332 "LIMITED"
27  27.0 "Rating"
28  27.0 "WARRANTY"
29  26.926829268292682 "Foundation"
30  26.5 "Donations"
31  26.0 "Posted"
32  25.833333333333332 "archive"
33  25.0 "LICENSE"
34  23.372340425531913 "Project"
35  23.09090909090909 "Summary"
36  22.6 "electronically"
37  22.4 "Hor"
38  22.263157894736842 "refund"
39  22.2 "DAMAGES"
40  21.2 "Royalty"
41  21.0 "GUTENBERG"
42  20.2 "formats"
43  19.714285714285715 "Tags"
44  19.25 "sama"
45  18.92105263157895 "copyright"
46  18.25 "License"
47  17.88888888888889 "Web"
48  17.88888888888889 "donations"
49  17.833333333333332 "royalties"
50  17.142857142857142 "www.gutenberg.org"
51  16.5 "PROJECT"
52  16.142857142857142 "ASCII"
53  15.25 "Tick"
54  15.151646811492641 "###LEFT-WALL###"
55  15.076923076923077 "||"
56  14.91812865497076 "Bit"
57  14.813953488372093 "san"
58  14.384615384615385 "distributing"
59  13.75 "disclaimer"
60  13.467289719626168 "electronic"
61  13.310344827586206 "eBooks"
62  12.923076923076923 "ANY"
63  12.461538461538462 "donate"
64  12.222222222222221 "solicit"
65  11.555555555555555 "START"
66  11.526315789473685 "format"
67  11.483870967741936 "eBook"
68  11.407407407407407 ".."
69  11.290322580645162 "+"
70  10.727272727272727 "ul"
71  10.578947368421053 "Fandom"
72  9.764179104477613 "Chapter"
73  9.736842105263158 "Ja"
74  9.38888888888889 "derivative"
75  9.229508196721312 "paragraph"
76  9.02127659574468 "Section"
77  9.0 "Relationship"
78  8.655172413793103 "trademark"
79  8.454545454545455 "OR"
80  8.371428571428572 "Information"
81  8.142857142857142 "Terms"
82  8.126436781609195 "***"
83  8.027027027027026 "distribute"
84  7.9980601723244975 "."
85  7.818181818181818 "complying"
86  7.5625 "readable"
87  7.548387096774194 "editions"
88  7.161290322580645 "U.S"
89  7.0 "Pal"
90  6.885714285714286 "re"
91  6.846153846153846 "paragraphs"
92  6.837209302325581 "volunteers"
93  6.5 "Om"
94  6.5 "holder"
95  6.5 "federal"
96  6.15 "Warnings"
97  6.134938837920489 "It"
98  5.951219512195122 "fees"
99  5.9393939393939394 "defective"
100  5.9375 "Warning"
101  5.846153846153846 "Ooal"
102  5.790697674418604 "compliance"
103  5.747384937238493 "There"
104  5.704045381618153 "”"
105  5.6875 "user"
106  5.594594594594595 "c"
107  5.464285714285714 "」"
108  5.458333333333333 "Plain"
109  5.443181818181818 "United"
110  5.433701657458563 "CHAPTER"
111  5.419354838709677 "Published"
112  5.409090909090909 "Hart"
113  5.3478260869565215 "copying"
114  5.3478260869565215 "promoting"
115  5.336842105263158 "fee"
116  5.329411764705882 "copies"
117  5.216216216216216 "limitation"
118  5.154497781363453 "“"
119  5.081081081081081 "payments"
120  5.074074074074074 "Updated"
121  5.006629101756712 """
122  5.0 "prominently"
123  4.925925925925926 "damages"
124  4.922077922077922 "comply"
125  4.784018264840182 "‘"
126  4.777777777777778 "lieu"
127  4.774226804123711 "Two"
128  4.69922293676313 "’"
129  4.605633802816901 "THIS"
130  4.5227272727272725 "tax"
131  4.514285714285714 "Y"
132  4.451612903225806 "2017"
133  4.374100719424461 "non"
134  4.258064516129032 "Yes"
135  4.25 "tr"
136  4.214501510574018 "See"
137  4.177440347071584 "-"
138  4.148148148148148 "Executive"
139  4.112903225806452 "agreement"
140  4.108695652173913 "Van"
141  4.091459721380981 "..."
142  4.072041166380789 "works"
143  4.020408163265306 "co"
144  4.014285714285714 "Character"
145  4.0 "displaying"
146  3.988472622478386 "However"
147  3.9705882352941178 "widest"
148  3.943396226415094 "replacement"
149  3.924770582039207 ","
150  3.9241830065359475 "Of"
151  3.8351648351648353 "States"
152  3.7434441741011084 "not"
153  3.7209302325581395 "pre"
154  3.6984126984126986 "ben"
155  3.6956521739130435 "domain"
156  3.6871508379888267 "don"
157  3.6527777777777777 "&"
158  3.642857142857143 "2016"
159  3.642857142857143 "copy"
160  3.637931955349036 "but"
161  3.6313653136531365 "_"
162  3.5833333333333335 "applicable"
163  3.561939980088181 "But"
164  3.546170973956118 "it"
165  3.5294117647058822 "Use"
166  3.5063291139240507 "online"
167  3.467741935483871 "Huh"
168  3.4507042253521125 "#"
169  3.441860465116279 "distribution"
170  3.4323883528306722 "to"
171  3.418918918918919 "FOR"
172  3.4071371533992347 "of"
173  3.4047619047619047 "exempt"
174  3.3994512331302045 "as"
175  3.3764327246382195 "the"
176  3.371342078708375 "He"
177  3.35191403626595 "No"
178  3.3490492315707217 "What"
179  3.327683615819209 "associated"
180  3.3225806451612905 "/"
181  3.3181355972284625 "and"
182  3.3055555555555554 "NO"
183  3.3049683900244347 "that"
184  3.295774647887324 "Wilcox"
185  3.2721558768070396 "At"
186  3.261080126853197 "in"
187  3.2562857142857142 "And"
188  3.2237057423385895 "?"
189  3.186046511627907 "VII"
190  3.158030642107075 "said"
191  3.1454545454545455 "semi"
192  3.14 "liability"
193  3.1391253302025244 "one"
194  3.1311054424680282 "I"
195  3.114864630035102 "at"
196  3.1142857142857143 "Mo"
197  3.1128329297820825 "course"
198  3.106382978723404 "locations"
199  3.088106644449073 "do"
200  3.0862501493250507 "time"
201  3.0833333333333335 "computers"
202  3.082236491999858 "him"
203  3.076923076923077 "Vanilla"
204  3.067685589519651 "OF"
205  3.061224489795918 "restrictions"
206  3.0497416020671833 "—"
207  2.980769230769231 "distributed"
208  2.975806451612903 "other"
209  2.9754265416642403 "all"
210  2.9740798883656026 "he"
211  2.9727471123649334 "you"
212  2.966496308915389 "Why"
213  2.9555555555555557 "access"
214  2.9497824853414034 "there"
215  2.945945945945946 "IX"
216  2.91928632115548 "know"
217  2.915931668368768 "have"
218  2.91289966923925 "am"
219  2.9108181465684373 "Then"
220  2.9001074113856067 "In"
221  2.899222350230415 "for"
222  2.8854166666666665 "De"
223  2.8848641655886156 "Prince"
224  2.883720930232558 "VIII"
225  2.883720930232558 "3"
226  2.855421686746988 "license"
227  2.8529262086513993 "so"
228  2.8388823883983973 "be"
229  2.831631817437353 "me"
230  2.8309178743961354 "YOU"
231  2.830428769017981 "same"
232  2.82907965970611 "Do"
233  2.827467984269436 "She"
234  2.823529411764706 "90"
235  2.822503961965135 "terms"
236  2.8196164330218068 "a"
