#
# taken from nn1, this is replay every 10, and using the 2-simplex oly
#
# deme_count   iteration   total_evals new_instances  num_instances  has_improved   best_weighted_score  delta_weighted best_raw delta_raw complexity
 1	1	1	1	1	1	-5225.33	3.40282e+38	-6718	3.40282e+38	1
 1	2	161	160	161	1	-4135.67	1089.67	-5317	1401	1
 1	3	201	40	201	1	-3803	332.667	-4889	428	2
 1	4	241	40	241	0	-3803	0	-4889	0	2
 1	5	281	40	281	0	-3803	0	-4889	0	2
 2	1	282	1	1	1	-3803	3.40282e+38	-4889	3.40282e+38	2
 2	2	520	238	239	1	-2895.33	907.667	-3722	1167	2
 2	3	560	40	279	1	-2643.56	251.778	-3398	324	3
 2	4	600	40	319	0	-2643.56	0	-3398	0	3
 2	5	640	40	359	0	-2643.56	0	-3398	0	3
 3	1	641	1	1	1	-2643.56	3.40282e+38	-3398	3.40282e+38	3
 3	2	879	238	239	1	-1917.89	725.667	-2465	933	3
 3	3	919	40	279	1	-1112.89	805	-1430	1035	3
 3	4	959	40	319	0	-1112.89	0	-1430	0	3
 3	5	999	40	359	0	-1112.89	0	-1430	0	3
 4	1	1000	1	1	1	-1112.89	3.40282e+38	-1430	3.40282e+38	3
 4	2	1238	238	239	1	-751.222	361.667	-965	465	3
 4	3	1278	40	279	1	-741.889	9.33331	-953	12	3
 4	4	1318	40	319	0	-741.889	0	-953	0	3
 4	5	1358	40	359	0	-741.889	0	-953	0	3
 5	1	1359	1	1	1	-741.889	3.40282e+38	-953	3.40282e+38	3
 5	2	1597	238	239	1	-562.222	179.667	-722	231	3
 5	3	1637	40	279	1	-540.667	21.5555	-694	28	4
 5	4	1677	40	319	0	-540.667	0	-694	0	4
 5	5	1717	40	359	0	-540.667	0	-694	0	4
 6	1	1718	1	1	1	-540.667	3.40282e+38	-694	3.40282e+38	4
 6	2	2034	316	317	1	-508.778	31.8889	-653	41	4
 6	3	2074	40	357	1	-437.222	71.5555	-561	92	4
 6	4	2114	40	397	0	-437.222	0	-561	0	4
 6	5	2154	40	437	0	-437.222	0	-561	0	4
 7	1	2155	1	1	1	-437.222	3.40282e+38	-561	3.40282e+38	4
 7	2	2471	316	317	1	-406.111	31.1111	-521	40	4
 7	3	2511	40	357	1	-393.222	12.8889	-503	18	9
 7	4	2551	40	397	0	-393.222	0	-503	0	9
 7	5	2591	40	437	0	-393.222	0	-503	0	9
 8	1	2592	1	1	1	-393.222	3.40282e+38	-503	3.40282e+38	9
 8	2	3300	708	709	1	-379.444	13.7778	-485	18	10
 8	3	3340	40	749	1	-357.75	21.6945	-456.25	28.75	13
 8	4	3380	40	789	0	-357.75	0	-456.25	0	13
 8	5	3420	40	829	0	-357.75	0	-456.25	0	13
 9	1	3421	1	1	1	-357.75	3.40282e+38	-456.25	3.40282e+38	13
 9	2	4363	942	943	1	-346.306	11.4445	-441.25	15	14
 9	3	4403	40	983	1	-326.361	19.9444	-414.75	26.5	17
 9	4	4443	40	1023	0	-326.361	0	-414.75	0	17
 9	5	4483	40	1063	0	-326.361	0	-414.75	0	17
 10	1	4484	1	1	1	-326.361	3.40282e+38	-414.75	3.40282e+38	17
 10	2	5582	1098	1099	1	-313.583	12.7778	-397.75	17	19
 10	3	5622	40	1139	1	-298.25	15.3333	-377.75	20	20
 10	4	5662	40	1179	0	-298.25	0	-377.75	0	20
 10	5	5702	40	1219	0	-298.25	0	-377.75	0	20
 11	1	5703	1	1	1	-298.25	3.40282e+38	-377.75	3.40282e+38	20
 11	2	7035	1332	1333	1	-285.472	12.7778	-360.75	17	22
 11	3	7075	40	1373	1	-273.806	11.6667	-345.75	15	22
 11	4	7115	40	1413	0	-273.806	0	-345.75	0	22
 11	5	7155	40	1453	0	-273.806	0	-345.75	0	22
 12	1	7156	1	1	1	-273.806	3.40282e+38	-345.75	3.40282e+38	22
 12	2	8874	1718	1719	1	-261.028	12.7778	-328.75	17	24
 12	3	8914	40	1759	1	-247.306	13.7222	-310.25	18.5	27
 12	4	8954	40	1799	0	-247.306	0	-310.25	0	27
 12	5	8994	40	1839	0	-247.306	0	-310.25	0	27
 13	1	8995	1	1	1	-247.306	3.40282e+38	-310.25	3.40282e+38	27
 13	2	11179	2184	2185	1	-238.194	9.11111	-298.25	12	28
 13	3	11219	40	2225	1	-230.083	8.11111	-287.25	11	30
 13	4	11259	40	2265	0	-230.083	0	-287.25	0	30
 13	5	11299	40	2305	0	-230.083	0	-287.25	0	30
 14	1	11300	1	1	1	-230.083	3.40282e+38	-287.25	3.40282e+38	30
 14	2	12792	1492	1493	1	-221.417	8.66666	-275.25	12	33
 14	3	12832	40	1533	1	-215.194	6.22223	-267.25	8	33
 14	4	12872	40	1573	0	-215.194	0	-267.25	0	33
 14	5	12912	40	1613	0	-215.194	0	-267.25	0	33
