# bank instance score, sorted, for generation 20 only. -r0
#
 0	-277.889	1	-272.667
 1	-277.889	1	-274
 2	-277.889	1	-274.222
 3	-277.889	1	-274.222
 4	-277.889	1	-275.778
 5	-277.889	1	-275.778
 6	-277.889	1	-276.556
 7	-277.889	1	-276.556
 8	-277.889	1	-276.556
 9	-277.889	1	-276.556
 10	-277.889	1	-277.333
 11	-277.889	1	-277.333
 12	-277.889	1	-277.333
 13	-277.889	1	-277.889
 14	-277.889	1	-277.889
 15	-277.889	1	-277.889
 16	-277.889	1	-277.889
 17	-277.889	1	-278.111
 18	-277.889	1	-278.111
 19	-277.889	1	-278.111
 20	-277.889	1	-278.111
 21	-277.889	1	-278.111
 22	-277.889	1	-278.889
 23	-277.889	1	-278.889
 24	-277.889	1	-278.889
 25	-277.889	1	-278.889
 26	-277.889	1	-278.889
 27	-277.889	1	-278.889
 28	-277.889	1	-278.889
 29	-277.889	1	-279.444
 30	-277.889	1	-279.639
 31	-277.889	1	-279.667
 32	-277.889	1	-279.667
 33	-277.889	1	-279.833
 34	-277.889	1	-279.861
 35	-277.889	1	-280.028
 36	-277.889	1	-280.444
 37	-277.889	1	-280.444
 38	-277.889	1	-280.444
 39	-277.889	1	-280.444
 40	-277.889	1	-280.444
 41	-277.889	1	-280.806
 42	-277.889	1	-281
 43	-277.889	1	-281
 44	-277.889	1	-281.194
 45	-277.889	1	-281.194
 46	-277.889	1	-281.194
 47	-277.889	1	-281.389
 48	-277.889	1	-282
 49	-277.889	1	-282
 50	-277.889	1	-282
 51	-277.889	1	-282
 52	-277.889	1	-282
 53	-277.889	1	-282
 54	-277.889	1	-282
 55	-277.889	1	-282
 56	-277.889	1	-282.167
 57	-277.889	1	-282.333
 58	-277.889	1	-282.75
 59	-277.889	1	-282.778
 60	-277.889	1	-283.111
 61	-277.889	1	-283.139
 62	-277.889	1	-283.361
 63	-277.889	1	-283.556
 64	-277.889	1	-283.556
 65	-277.889	1	-283.556
 66	-277.889	1	-283.722
 67	-277.889	1	-283.722
 68	-277.889	1	-283.722
 69	-277.889	1	-283.889
 70	-277.889	1	-283.917
 71	-277.889	1	-284.111
 72	-277.889	1	-284.306
 73	-277.889	1	-284.333
 74	-277.889	1	-284.333
 75	-277.889	1	-284.333
 76	-277.889	1	-284.333
 77	-277.889	1	-284.333
 78	-277.889	1	-284.5
 79	-277.889	1	-284.5
 80	-277.889	1	-284.694
 81	-277.889	1	-284.694
 82	-277.889	1	-285.083
 83	-277.889	1	-285.111
 84	-277.889	1	-285.111
 85	-277.889	1	-285.472
 86	-277.889	1	-285.861
 87	-277.889	1	-285.889
 88	-277.889	1	-286.639
 89	-277.889	1	-286.667
 90	-277.889	1	-286.667
 91	-277.889	1	-287
 92	-277.889	1	-287
 93	-277.889	1	-287
 94	-277.889	1	-287.028
 95	-277.889	1	-287.222
 96	-277.889	1	-287.222
