fs-11-29	0.182035
fs-22-29	0.173477
fs-29-36	0.16909
fs-7-29	0.144505
fs-29-33	0.144505
fs-23-29	0.144505
fs-19-29	0.144505
fs-28-29	0.142218
fs-29-32	0.139561
fs-8-29	0.135902
fs-5-29	0.134393
fs-3-29	0.134393
fs-8-22	0.131275
fs-13-29	0.12946
fs-10-22	0.124332
fs-20-29	0.122476
fs-21-29	0.120961
fs-10-29	0.120712
fs-24-29	0.119534
fs-22-36	0.118344
fs-29-35	0.117187
fs-7-22	0.113405
fs-22-33	0.113405
fs-22-23	0.113405
fs-19-22	0.113405
fs-11-22	0.112875
fs-29-34	0.112222
fs-8-31	0.112197
fs-1-29	0.11075
fs-6-29	0.110278
fs-2-29	0.110278
fs-25-29	0.108202
fs-15-29	0.108202
fs-26-29	0.107977
fs-9-29	0.107755
fs-5-22	0.107403
fs-3-22	0.107403
fs-4-29	0.106852
fs-29-37	0.106852
fs-29-30	0.106682
fs-27-29	0.106682
fs-16-29	0.106682
fs-14-29	0.106682
fs-0-29	0.106682
fs-32-36	0.105916
fs-22-24	0.105912
fs-18-29	0.10576
fs-17-29	0.10576
fs-12-29	0.10576
fs-29-31	0.105739
fs-22-28	0.103821
fs-2-22	0.103821
fs-8-11	0.103
fs-22-32	0.10191
fs-0-22	0.101489
fs-9-22	0.100249
fs-18-22	0.0955882
fs-17-22	0.0955882
fs-13-22	0.0955882
fs-8-37	0.0952073
fs-6-22	0.0926755
fs-22-34	0.0921602
fs-22-31	0.0917255
fs-1-22	0.0917255
fs-20-22	0.0908485
fs-22-26	0.0903577
fs-22-25	0.0903577
fs-15-22	0.0903577
fs-22-35	0.09014
fs-4-22	0.0900212
fs-22-37	0.0900212
fs-22-30	0.0900212
fs-22-27	0.0900212
fs-21-22	0.0900212
fs-16-22	0.0900212
fs-14-22	0.0900212
fs-12-22	0.0900212
fs-7-10	0.086589
fs-8-33	0.0845873
fs-8-23	0.0845873
fs-6-8	0.0839542
fs-8-36	0.0820833
fs-10-11	0.0815465
fs-4-36	0.0795105
fs-8-10	0.0775557
fs-8-19	0.0774921
fs-7-8	0.0774921
fs-26-36	0.0771296
fs-15-36	0.0771296
fs-5-8	0.0762714
fs-11-36	0.0733802
fs-10-36	0.0728806
fs-8-9	0.0721875
fs-8-25	0.0712743
fs-1-10	0.0702123
fs-8-32	0.0694215
fs-3-8	0.0693223
fs-10-18	0.0679968
fs-10-34	0.067316
fs-28-32	0.0667807
fs-3-10	0.0653245
fs-26-34	0.0645497
fs-11-26	0.064353
fs-11-25	0.064353
fs-10-12	0.0641512
fs-9-10	0.0636403
fs-11-18	0.0632944
fs-7-11	0.0628268
fs-11-33	0.0628268
fs-7-36	0.0620179
fs-33-36	0.0620179
fs-23-36	0.0620179
fs-19-36	0.0620179
fs-10-26	0.0613473
fs-10-25	0.0613473
fs-10-15	0.0613473
fs-8-17	0.0611536
fs-8-13	0.0611536
fs-1-8	0.0610508
fs-6-19	0.0605592
fs-8-28	0.0599329
fs-2-8	0.0599329
fs-8-24	0.0598301
fs-10-33	0.0597033
fs-10-23	0.0597033
fs-10-19	0.0597033
fs-10-31	0.0596902
fs-13-36	0.0589333
fs-11-13	0.0580629
fs-2-11	0.057655
fs-11-28	0.057655
fs-15-25	0.057492
