fs-29-32-36	0.252845
fs-11-22-29	0.245205
fs-8-11-29	0.232162
fs-22-29-36	0.227258
fs-11-25-29	0.224775
fs-28-29-32	0.223509
fs-7-11-29	0.223452
fs-11-29-33	0.223452
fs-11-29-36	0.219851
fs-11-18-29	0.218803
fs-11-23-29	0.217869
fs-11-19-29	0.217869
fs-22-28-29	0.212109
fs-11-26-29	0.211103
fs-11-13-29	0.211092
fs-2-11-29	0.209969
fs-20-29-36	0.2097
fs-11-29-32	0.209175
fs-5-11-29	0.208549
fs-3-11-29	0.208549
fs-0-11-29	0.208535
fs-7-22-29	0.20737
fs-22-29-33	0.20737
fs-22-23-29	0.20737
fs-19-22-29	0.20737
fs-23-29-32	0.205753
fs-28-29-36	0.205715
fs-7-29-36	0.205134
fs-29-33-36	0.205134
fs-23-29-36	0.205134
fs-19-29-36	0.205134
fs-11-28-29	0.204773
fs-10-11-29	0.204754
fs-22-29-32	0.20229
fs-13-29-36	0.200469
fs-8-22-29	0.199067
fs-5-22-29	0.198603
fs-3-22-29	0.198603
fs-13-22-29	0.19805
fs-11-29-31	0.197942
fs-11-24-29	0.197899
fs-4-11-29	0.1962
fs-11-29-35	0.1962
fs-11-15-29	0.1962
fs-11-21-29	0.19619
fs-11-20-29	0.19619
fs-5-29-36	0.195814
fs-3-29-36	0.195814
fs-20-22-29	0.192367
fs-15-29-36	0.192189
fs-22-24-29	0.191955
fs-26-29-36	0.191845
fs-29-32-35	0.191814
fs-11-12-29	0.191801
fs-6-11-29	0.191573
fs-4-29-36	0.1915
fs-8-29-36	0.191029
fs-21-22-29	0.190851
fs-0-22-29	0.190037
fs-8-22-31	0.18986
fs-8-29-37	0.189087
fs-10-22-29	0.189009
fs-7-29-33	0.18743
fs-7-23-29	0.18743
fs-7-19-29	0.18743
fs-19-29-33	0.18743
fs-19-23-29	0.18743
fs-11-29-34	0.186111
fs-8-29-31	0.185991
fs-22-29-35	0.185778
fs-24-29-36	0.185057
fs-9-11-29	0.184764
fs-21-29-36	0.184458
fs-10-11-22	0.183918
fs-1-11-29	0.183439
fs-11-17-29	0.183039
fs-11-29-30	0.182745
fs-11-27-29	0.182745
fs-11-16-29	0.182745
fs-11-14-29	0.182745
fs-13-29-32	0.182538
fs-7-24-29	0.182526
fs-11-29-37	0.182517
fs-20-28-29	0.182139
fs-10-29-36	0.181591
fs-2-22-29	0.180728
fs-7-28-29	0.180342
fs-28-29-33	0.180342
fs-23-28-29	0.180342
fs-19-28-29	0.180342
fs-29-31-32	0.180186
fs-16-29-32	0.17969
fs-8-29-33	0.178793
fs-8-23-29	0.178793
fs-9-22-29	0.178673
fs-22-29-34	0.178146
fs-22-25-29	0.176793
fs-15-22-29	0.176793
fs-22-32-36	0.176706
fs-7-10-29	0.17645
fs-8-11-31	0.17636
fs-5-29-33	0.176302
fs-5-23-29	0.176302
fs-5-19-29	0.176302
fs-3-7-29	0.176302
fs-3-29-33	0.176302
fs-3-23-29	0.176302
fs-3-19-29	0.176302
fs-23-29-33	0.176302
fs-1-22-29	0.176161
fs-29-32-34	0.17548
fs-1-29-36	0.175467
fs-4-22-29	0.175442
fs-22-29-37	0.175442
