fs-0-1-2-3	0.0618689
fs-0-1-2-4	0.04213
fs-0-1-2-5	0.0605732
fs-0-1-2-6	0.0743211
fs-0-1-2-7	0.0688687
fs-0-1-2-8	0.0918807
fs-0-1-2-9	0.0726036
fs-0-1-2-10	0.107418
fs-0-1-2-11	0.0910943
fs-0-1-2-12	0.0724035
fs-0-1-2-13	0.0589664
fs-0-1-2-14	0.04213
fs-0-1-2-15	0.0432224
fs-0-1-2-16	0.04213
fs-0-1-2-17	0.0460714
fs-0-1-2-18	0.0551862
fs-0-1-2-19	0.0686593
fs-0-1-2-20	0.0444283
fs-0-1-2-21	0.04213
fs-0-1-2-22	0.16217
fs-0-1-2-23	0.0686593
fs-0-1-2-24	0.074746
fs-0-1-2-25	0.0432224
fs-0-1-2-26	0.0475171
fs-0-1-2-27	0.04213
fs-0-1-2-28	0.0535793
fs-0-1-2-29	0.144134
fs-0-1-2-30	0.0494347
fs-0-1-2-31	0.0514585
fs-0-1-2-32	0.0703338
fs-0-1-2-33	0.0686593
fs-0-1-2-34	0.0486095
fs-0-1-2-35	0.04213
fs-0-1-2-36	0.0811579
fs-0-1-2-37	0.0440476
fs-0-1-3-4	0.0249205
fs-0-1-3-5	0.050971
fs-0-1-3-6	0.056905
fs-0-1-3-7	0.0592664
fs-0-1-3-8	0.07784
fs-0-1-3-9	0.0612883
fs-0-1-3-10	0.115572
fs-0-1-3-11	0.0725336
fs-0-1-3-12	0.055194
fs-0-1-3-13	0.0483392
fs-0-1-3-14	0.0249205
fs-0-1-3-15	0.0262264
fs-0-1-3-16	0.0249205
fs-0-1-3-17	0.0284474
fs-0-1-3-18	0.0686593
fs-0-1-3-19	0.052304
fs-0-1-3-20	0.0276801
fs-0-1-3-21	0.0249205
fs-0-1-3-22	0.120665
fs-0-1-3-23	0.052304
fs-0-1-3-24	0.0565063
fs-0-1-3-25	0.0262264
fs-0-1-3-26	0.0375056
fs-0-1-3-27	0.0249205
fs-0-1-3-28	0.0357541
fs-0-1-3-29	0.140281
fs-0-1-3-30	0.0392166
fs-0-1-3-31	0.0410326
fs-0-1-3-32	0.0383782
fs-0-1-3-33	0.052304
fs-0-1-3-34	0.0388116
fs-0-1-3-35	0.024929
fs-0-1-3-36	0.0624981
fs-0-1-3-37	0.0249205
fs-0-1-4-5	0.0309211
fs-0-1-4-6	0.0377759
fs-0-1-4-7	0.0392166
fs-0-1-4-8	0.0614409
fs-0-1-4-9	0.0439132
fs-0-1-4-10	0.0792982
fs-0-1-4-11	0.069681
fs-0-1-4-12	0.0357541
fs-0-1-4-13	0.0298445
fs-0-1-4-14	0.0054806
fs-0-1-4-15	0.0137761
fs-0-1-4-16	0.0054806
fs-0-1-4-17	0.00964183
fs-0-1-4-18	0.0486095
fs-0-1-4-19	0.0316135
fs-0-1-4-20	0.00756617
fs-0-1-4-21	0.0054806
fs-0-1-4-22	0.103136
fs-0-1-4-23	0.0316135
fs-0-1-4-24	0.0386723
fs-0-1-4-25	0.0064694
fs-0-1-4-26	0.028383
fs-0-1-4-27	0.0054806
fs-0-1-4-28	0.0172594
fs-0-1-4-29	0.113395
fs-0-1-4-30	0.0200876
fs-0-1-4-31	0.022227
fs-0-1-4-32	0.0268376
fs-0-1-4-33	0.0316135
fs-0-1-4-34	0.0190545
fs-0-1-4-35	0.0147649
fs-0-1-4-36	0.0877668
fs-0-1-4-37	0.0054806
fs-0-1-5-6	0.0630106
fs-0-1-5-7	0.052476
fs-0-1-5-8	0.0942056
fs-0-1-5-9	0.0730464
fs-0-1-5-10	0.107453
fs-0-1-5-11	0.0749206
fs-0-1-5-12	0.0611946
fs-0-1-5-13	0.059754
fs-0-1-5-14	0.0309211
fs-0-1-5-15	0.0321186
fs-0-1-5-16	0.0309211
fs-0-1-5-17	0.0346567
fs-0-1-5-18	0.067256
fs-0-1-5-19	0.0578726
fs-0-1-5-20	0.033444
fs-0-1-5-21	0.0309211
fs-0-1-5-22	0.124089
fs-0-1-5-23	0.0578726
fs-0-1-5-24	0.0630264
fs-0-1-5-25	0.0321186
fs-0-1-5-26	0.0309211
fs-0-1-5-27	0.0309211
fs-0-1-5-28	0.0420656
fs-0-1-5-29	0.148238
fs-0-1-5-30	0.0483372
fs-0-1-5-31	0.052345
fs-0-1-5-32	0.0460106
fs-0-1-5-33	0.0578726
fs-0-1-5-34	0.0486095
fs-0-1-5-35	0.0309232
fs-0-1-5-36	0.0692297
fs-0-1-5-37	0.0309211
fs-0-1-6-7	0.0630106
fs-0-1-6-8	0.108501
fs-0-1-6-9	0.0660268
fs-0-1-6-10	0.10437
fs-0-1-6-11	0.0579704
fs-0-1-6-12	0.0377759
fs-0-1-6-13	0.0624447
fs-0-1-6-14	0.0377759
fs-0-1-6-15	0.0386625
fs-0-1-6-16	0.0377759
fs-0-1-6-17	0.0421458
fs-0-1-6-18	0.0806989
fs-0-1-6-19	0.078883
fs-0-1-6-20	0.0396513
fs-0-1-6-21	0.0377759
fs-0-1-6-22	0.105762
fs-0-1-6-23	0.0634895
fs-0-1-6-24	0.0631857
fs-0-1-6-25	0.0386625
fs-0-1-6-26	0.0503611
fs-0-1-6-27	0.0377759
fs-0-1-6-28	0.0498596
fs-0-1-6-29	0.142318
fs-0-1-6-30	0.0524819
fs-0-1-6-31	0.0547309
fs-0-1-6-32	0.0534416
fs-0-1-6-33	0.0634895
fs-0-1-6-34	0.0723391
fs-0-1-6-35	0.0377844
fs-0-1-6-36	0.0783739
fs-0-1-6-37	0.0377759
fs-0-1-7-8	0.0961117
fs-0-1-7-9	0.103307
fs-0-1-7-10	0.149817
fs-0-1-7-11	0.0808269
fs-0-1-7-12	0.0611946
fs-0-1-7-13	0.0680494
fs-0-1-7-14	0.0392166
fs-0-1-7-15	0.040414
fs-0-1-7-16	0.0410326
fs-0-1-7-17	0.0429521
fs-0-1-7-18	0.0688687
fs-0-1-7-19	0.066168
fs-0-1-7-20	0.0417395
fs-0-1-7-21	0.0392166
fs-0-1-7-22	0.124089
fs-0-1-7-23	0.066168
fs-0-1-7-24	0.0630264
fs-0-1-7-25	0.0392166
fs-0-1-7-26	0.0392166
fs-0-1-7-27	0.0392166
fs-0-1-7-28	0.0503611
fs-0-1-7-29	0.156533
fs-0-1-7-30	0.0410326
fs-0-1-7-31	0.0606405
fs-0-1-7-32	0.054306
fs-0-1-7-33	0.066168
fs-0-1-7-34	0.0581024
fs-0-1-7-35	0.0392187
fs-0-1-7-36	0.0775251
