1  19.220634794028182 "possible"
2  19.179379870912392 "education"
3  19.17937987091239 "lost"
4  19.15218337231982 "days"
5  19.147536749666685 "children"
6  19.144041527678453 "players"
7  19.140546806919467 "available"
8  19.11984896813423 "every"
9  19.11790531654577 "remained"
10  19.103425694283303 "above"
11  19.08781933375677 "won"
12  19.083532668042235 "these"
13  19.08049553972115 "married"
14  19.079797579225694 "taken"
15  19.077165029163478 "appointed"
16  19.07398014327848 "various"
17  19.062881726738034 "play"
18  19.062575952230116 "opened"
19  19.061560322303286 "groups"
20  19.057577428862686 "months"
21  19.055608904024382 "elected"
22  19.05456141471735 "times"
23  19.053270798255483 "until"
24  19.051613941074972 "schools"
25  19.048803432440355 "states"
26  19.04605617969311 "rights"
27  19.044004666652242 "social"
28  19.043919427556357 "never"
29  19.03614200276653 "against"
30  19.032999213231477 "plan"
31  19.030013881499563 "15"
32  19.027088589674587 "human"
33  19.02667568102212 "received"
34  19.026490824621074 "election"
35  19.02371796400099 "died"
36  19.02332033376426 "song"
37  19.023132798757967 "areas"
38  19.022539747814776 "natural"
39  19.019566876787692 "program"
40  19.01838776528364 "Institute"
41  19.01436063212608 "down"
42  19.013756125325475 "record"
43  19.011321969825918 "species"
44  19.010906163496532 "students"
45  19.007993065316786 "men"
46  19.006392718154647 "across"
47  19.00393920575796 "almost"
48  19.003843565538933 "career"
49  19.003518789562612 "process"
50  19.000423860377378 "live"
51  18.999484532504468 "games"
52  18.996813577972173 "line"
53  18.99444900768286 "November"
54  18.994273660742135 "we"
55  18.993519763569864 "Museum"
56  18.98530332452389 "training"
57  18.979181405878794 "St"
58  18.976674830186315 "Society"
59  18.975826853887973 "different"
60  18.97353033601794 "office"
61  18.973215983509466 "January"
62  18.970790374796735 "military"
63  18.96733785699203 "open"
64  18.957154660060983 "daughter"
65  18.953694094261746 "produced"
66  18.95082503251582 "held"
67  18.947025077462715 "include"
68  18.94430814362519 "performed"
69  18.94219211064693 "February"
70  18.9399898911458 "age"
71  18.93824317955958 "events"
72  18.938087160969403 "research"
73  18.935636209836556 "fire"
74  18.933806684844424 "water"
75  18.9331370525939 "just"
76  18.932158412476337 "further"
77  18.93135674872281 "death"
78  18.92981821823195 "December"
79  18.929157536650692 "designed"
80  18.928280637530634 "developed"
81  18.927328313372143 "president"
82  18.926802772455446 "others"
83  18.92478367051322 "!"
84  18.92415413581938 "June"
85  18.923815947195113 "saw"
86  18.920880010439987 "included"
87  18.92021392582181 "wrote"
88  18.91942172298801 "introduced"
89  18.919198712256122 "Council"
90  18.91482517963735 "May"
91  18.91472557577488 "son"
92  18.914521153203093 "off"
93  18.913731661776048 "published"
94  18.906631329217742 "another"
95  18.905524726468627 "March"
96  18.90548448817701 "music"
97  18.90476371323727 "whom"
98  18.904621680383183 "what"
99  18.902578358596877 "works"
100  18.902247902857205 "any"
101  18.897051020793707 "between"
102  18.895319472313453 "continued"
103  18.894850484286067 "party"
104  18.892210025846953 "does"
105  18.8905366388043 "around"
106  18.889770128822576 "popular"
107  18.886542919593076 "once"
108  18.883377616060947 "each"
109  18.88322447022515 "take"
110  18.882677586537753 "Center"
111  18.882666653181225 "without"
112  18.879977138140557 "several"
113  18.87973420520496 "design"
114  18.87592932826386 "announced"
115  18.875009365492524 "wife"
116  18.872099761753933 "run"
117  18.87021935958191 "book"
118  18.870185456229276 "project"
119  18.869849475363 "important"
120  18.86962862681019 "common"
121  18.861950974995683 "campaign"
122  18.86160050945888 "July"
123  18.860852167505506 "either"
124  18.85927019340218 "living"
125  18.8578131240451 "Division"
126  18.857627676838934 "service"
127  18.854927831771345 "generally"
128  18.853563737235397 "himself"
129  18.852754714438568 "worked"
130  18.852686510236236 "located"
131  18.85169749726269 "station"
132  18.84782740755891 "language"
133  18.84713127358185 "show"
134  18.84172690926749 "action"
135  18.841707903243677 "started"
136  18.84076690080272 "built"
137  18.840472954633317 "given"
138  18.84028081674438 "million"
139  18.838755816636255 "left"
140  18.838212713506458 "central"
141  18.83769736281539 "could"
142  18.836760168543396 "formed"
143  18.836424061530362 "position"
144  18.835726343338038 "eventually"
145  18.834326051403146 "replaced"
146  18.829751204313794 "river"
147  18.82938271578722 "will"
148  18.828996663456312 "usually"
149  18.8287765633359 "five"
150  18.82838489163224 "Company"
151  18.825946120302426 "30"
152  18.825926004598642 "band"
153  18.82463916034593 "school"
154  18.824522937094265 "Indian"
155  18.82291110890957 "President"
156  18.82282563089944 "television"
157  18.820009518217834 "considered"
158  18.81936671892098 "throughout"
159  18.81790222511573 "very"
160  18.817202639956342 "theory"
161  18.816622845589826 "local"
162  18.81577088971808 "under"
163  18.8144212585691 "staff"
164  18.812005556405808 "King"
165  18.809897887246244 "final"
166  18.809889059512525 "change"
167  18.80900435010789 "album"
168  18.808343779373356 "means"
169  18.805903490442017 "third"
170  18.80410300110066 "she"
171  18.803795552368967 "law"
172  18.80208865803032 "years"
173  18.800986109233396 "August"
174  18.80047063931508 "among"
175  18.79705489890454 "played"
176  18.79687495728139 "body"
177  18.79618271225373 "north"
178  18.794220186732446 "October"
179  18.79281783326241 "period"
180  18.79072437054635 "modern"
181  18.790262700442373 "William"
182  18.789549642874846 "land"
183  18.78927403240589 "still"
184  18.788248262076035 "made"
185  18.78641609993483 "September"
186  18.786301597119802 "study"
187  18.7852231253973 "history"
188  18.784996297166472 "$"
189  18.7843290431339 "France"
190  18.783143345742566 "about"
191  18.78292157522338 "way"
192  18.780346927399197 "before"
193  18.780303818852488 "Thomas"
194  18.777856740493753 "attack"
195  18.777174081380966 "large"
196  18.77482143089741 "Japan"
197  18.77446230983668 "construction"
198  18.773938078761066 "version"
199  18.773642908432365 "public"
200  18.773619033492004 "being"
201  18.77324776403097 "3"
202  18.771316875117627 "appeared"
203  18.768578324604043 "5"
204  18.768279738357684 "player"
205  18.767948363879754 "using"
206  18.766185864845955 "having"
207  18.761848383445557 "father"
208  18.758823309972584 "term"
209  18.758635829064975 "began"
210  18.756416531279783 "many"
211  18.755718421191425 "Road"
212  18.750982279768625 "those"
213  18.750110164597785 "long"
214  18.74785104753439 "their"
215  18.744878864322 "James"
216  18.7418031707222 "title"
217  18.74149820836903 "written"
218  18.74112918417963 "near"
219  18.739015463224185 "Germany"
220  18.738818189359954 "America"
221  18.737077546349386 "level"
222  18.736313924358452 "high"
223  18.7311563549554 "east"
224  18.730985957822828 "Royal"
225  18.729374990642143 "25"
226  18.724333140926426 "were"
227  18.723129147002 "political"
228  18.723018666949663 "season"
229  18.722913461930208 "into"
230  18.722225759970623 "April"
231  18.721169259102375 "community"
232  18.719997430843677 "less"
233  18.71834155739402 "field"
234  18.717525218010422 "half"
235  18.716249165775295 "this"
236  18.715184329312436 "side"
237  18.714891739284877 "joined"
238  18.713489823413287 "like"
239  18.713265214450427 "Association"
240  18.71181500335942 "Lord"
241  18.71174508733673 "west"
242  18.711241730648048 "day"
243  18.708639663163748 "character"
244  18.7083522869859 "Parliament"
245  18.705740198326318 "since"
246  18.70411551493922 "power"
247  18.702303369486923 "Europe"
248  18.700944199757078 "much"
249  18.700673517560283 "went"
250  18.700550438679297 "population"
251  18.700328893412717 "should"
252  18.698952278253003 "people"
253  18.6976462215803 "Canadian"
254  18.696837179868993 "development"
255  18.69569072489959 "released"
256  18.689108670003105 "its"
257  18.685600740181695 "company"
258  18.68511741464948 "range"
259  18.684183365405563 "moved"
260  18.683536778940734 "some"
261  18.683136780607633 "through"
262  18.682044460432397 "government"
263  18.682022831692695 "color"
264  18.679883857499338 "point"
265  18.678411080160338 "total"
266  18.676916650950226 "making"
267  18.67640041810272 "see"
268  18.675581900722143 "help"
269  18.673399791680666 "similar"
270  18.671469715501964 "control"
271  18.671045775230443 "few"
272  18.670076159215743 "often"
273  18.665783622529936 "came"
274  18.665208758953415 "even"
275  18.66507739905949 "Union"
276  18.66350169605843 "seen"
277  18.662316030360092 "major"
278  18.661916742341468 "region"
279  18.66180306165297 "London"
280  18.661438181758886 "three"
281  18.65789591571168 "Government"
282  18.65603495976579 "late"
283  18.65560776332529 "Army"
284  18.65042176630198 "Western"
285  18.648659576067345 "John"
286  18.646733690955635 "model"
287  18.645839297488692 "him"
288  18.645230503977583 "her"
289  18.644115592596116 "film"
290  18.64351613287529 "centre"
291  18.641823524796774 "system"
292  18.64023440425124 "an"
293  18.63858307643891 "they"
294  18.63810021052089 "house"
295  18.63808996383497 "are"
296  18.636224130991184 "founded"
297  18.636005907705396 "County"
298  18.635146637219083 "established"
299  18.63167113978205 "work"
300  18.631656740320388 "become"
301  18.631608745783137 "them"
302  18.62978966778832 "game"
303  18.62816078433592 "West"
304  18.62609883000082 "largest"
305  18.625189255831625 "Lake"
306  18.62431391763655 "College"
307  18.61752521801042 "6"
308  18.616361308880744 "role"
309  18.61615242486462 "building"
310  18.61590491267785 "became"
311  18.61480310470009 "war"
312  18.614376430079183 "club"
313  18.613372127044364 "led"
314  18.609490720049003 "If"
315  18.607208857073722 "no"
316  18.606769910044477 "name"
317  18.605202379232864 "if"
318  18.604849275460783 "Greek"
319  18.604450670425205 "12"
320  18.602847419194603 "European"
321  18.60263346587064 "per"
322  18.601301823163684 "Canada"
323  18.59638781382181 "team"
324  18.595941130795563 "League"
325  18.595428976481784 "movement"
326  18.594274171467024 "4"
327  18.594137333264825 "served"
328  18.59106709996835 "national"
329  18.58858776583924 "took"
330  18.58652295866656 "make"
331  18.584256976341504 "use"
332  18.583109791828317 "set"
333  18.58249457326273 "last"
334  18.578917693887686 "who"
335  18.5788503993359 "back"
336  18.57824999269162 "2002"
337  18.57736794739337 "District"
338  18.576566761451407 "International"
339  18.57564007210556 "future"
340  18.57259108097125 "former"
341  18.571043896493343 "would"
342  18.570130966807522 "site"
343  18.56663219220981 "head"
344  18.565898358757586 "used"
345  18.565313530010823 "during"
346  18.56253029992245 "college"
347  18.56229299957107 "south"
348  18.561843758221972 "sometimes"
349  18.560565399232456 "life"
350  18.55739775662045 "official"
351  18.55690089680535 "over"
352  18.55653954918042 "six"
353  18.555070107098643 "present"
354  18.552793278595423 "four"
355  18.545310955307983 "current"
356  18.541940544300704 "best"
357  18.540571225090957 "East"
358  18.53553283888994 "out"
359  18.53417326535274 "2001"
360  18.53211856033642 "family"
361  18.53155610479137 "An"
362  18.531445139740583 "leading"
363  18.53057484859557 "Street"
364  18.528682635867202 "older"
365  18.528525637823485 "support"
366  18.526609835747873 "2"
367  18.522333390274152 "American"
368  18.518346260576514 "10"
369  18.517213147992837 "Georgia"
370  18.516664990411677 "light"
371  18.505817416302154 "all"
372  18.500352528421374 "again"
373  18.49983540372492 "20"
374  18.499077703168677 "group"
375  18.49356609498965 "National"
376  18.48375145576325 "other"
377  18.482842270866843 "Award"
378  18.477229310704672 "Court"
379  18.476872899627963 "century"
380  18.476644513285667 "German"
381  18.476015391332215 "created"
382  18.471690438552223 "1990"
383  18.46960802241649 "Red"
384  18.46955422604661 "House"
385  18.46789861585645 "within"
386  18.466069534401242 "great"
387  18.465775276306122 "French"
388  18.465275648095833 "Act"
389  18.460146722996612 "followed"
390  18.458797664583116 "All"
391  18.45822426273959 "State"
392  18.454685352756755 "only"
393  18.454572377068562 "going"
394  18.449160696414875 "small"
395  18.44728586573186 "Park"
396  18.44592052185196 "though"
397  18.44216994934215 "early"
398  18.441776533874386 "Although"
399  18.439060964092253 "described"
400  18.436839156455086 "School"
401  18.433011074378417 "two"
402  18.427788945559765 "area"
403  18.42752413992146 "2005"
404  18.426182191951867 "place"
405  18.424938428745723 "town"
406  18.419205299519092 "English"
407  18.41887825122507 "2008"
408  18.415992601072812 "These"
409  18.414567542756814 "Church"
410  18.413464981419917 "main"
411  18.411229136231608 "called"
412  18.408794892901454 "Some"
413  18.405645261171383 "or"
414  18.403958431581056 "forces"
415  18.392183041163324 "than"
416  18.39202585847303 "University"
417  18.388099691334173 "born"
418  18.387670652139697 "Game"
419  18.38338408754862 "2003"
420  18.379108205857037 "home"
421  18.37894975805091 "1994"
422  18.374346783222272 "state"
423  18.369019294221935 "year"
424  18.3641383954084 "there"
425  18.361504147671585 "together"
426  18.359701448696363 "after"
427  18.3591593701244 "village"
428  18.358913946255072 "from"
429  18.357779251815046 "2006"
430  18.35676297670074 "although"
431  18.356593445343375 "because"
432  18.355852261237946 "his"
433  18.349184844024418 "more"
434  18.33509219451161 "by"
435  18.331636086878667 "1998"
436  18.325354602868927 "US"
437  18.32389837384304 "series"
438  18.320904773526426 "members"
439  18.318835403937275 "up"
440  18.31727455158895 "so"
441  18.316632669848676 "Australia"
442  18.31354781910024 "named"
443  18.311095075383285 "have"
444  18.308669033291537 "both"
445  18.302789159836994 "found"
446  18.30094681244243 "second"
447  18.299219330101224 "while"
448  18.297481952542682 "From"
449  18.290504447171386 "Australian"
450  18.28575225702568 "returned"
451  18.27760310237825 "said"
452  18.271577893667725 "new"
453  18.268995568337342 "Party"
454  18.267619818298314 "River"
455  18.26075095757781 "such"
456  18.26065198513494 "Department"
457  18.258906851331613 "had"
458  18.25249581206411 "parts"
459  18.24647102335971 "did"
460  18.243737692869832 "he"
461  18.233912938969574 "gun"
462  18.232952751952734 "2007"
463  18.229192752795775 "High"
464  18.228783772309768 "A"
465  18.22848390002621 "due"
466  18.223631374616346 "England"
467  18.223093744061956 "North"
468  18.22272806575002 "I"
469  18.21673947110333 "Minister"
470  18.214089942326517 "%"
471  18.21266489358322 "along"
472  18.210673091402096 "1992"
473  18.209512569308526 "'"
474  18.20853086170051 "a"
475  18.20851919332952 "1996"
476  18.207529803805254 "including"
477  18.203326326812203 "may"
478  18.199457962209795 "world"
479  18.19762244344915 "Green"
480  18.19640717230384 "for"
481  18.195567605582788 "form"
482  18.189882910762055 "result"
483  18.17475591383362 "general"
484  18.17301461901128 "do"
485  18.171312525584067 "1"
486  18.166142083028127 "city"
487  18.16337991619851 "where"
488  18.163176798619396 "His"
489  18.1621576578171 "has"
490  18.157437298333587 "least"
491  18.155392828046697 "2000"
492  18.153505234897462 "based"
493  18.149740249605266 "David"
494  18.14734452166976 "most"
495  18.145714017405034 "right"
496  18.12348243829288 "2010"
497  18.11254822249294 "it"
498  18.110210011759943 "time"
499  18.107215127845507 "when"
500  18.103563913412916 "2004"
501  18.101976364819706 "Queen"
502  18.10152345735663 "later"
503  18.098954201835355 "]"
504  18.095159230944596 "2009"
505  18.09083352936384 "that"
506  18.089409975905358 "George"
507  18.086241575134977 "TV"
508  18.084570242408855 "&"
509  18.081513057880432 "By"
510  18.081345040731012 "1995"
511  18.069847439269367 "Georgian"
512  18.0647534978607 "City"
513  18.06266831598621 "2011"
514  18.05702479283529 "at"
515  18.054812619175934 "province"
516  18.054303549632007 ";"
517  18.05391604750831 "While"
518  18.053060907046365 "must"
519  18.04812792729898 "then"
520  18.041406347164376 "next"
521  18.03336606712538 "British"
522  18.01792411497958 "with"
523  18.014358600150707 "1997"
524  18.013837111277528 "Prime"
525  18.007059719179313 "firearms"
526  17.9909138065606 "single"
527  17.97828848733603 "be"
528  17.968985319403817 "This"
529  17.968160443827088 "G"
530  17.965591416378842 "Bay"
531  17.95251026230402 "canal"
